bee,family,genus,species
Andrena_mesillae,Brassicaceae,Lesquerella,NA
Andrena_mesillae,Brassicaceae,Physaria,NA
Andrena_micheneri,Brassicaceae,Lepidium,NA
Andrena_micheneri,Brassicaceae,Lesquerella,NA
Andrena_micheneri,Brassicaceae,Physaria,NA
Andrena_micheneriella,Asteraceae,Baccharis,NA
Andrena_microchlora,Apiaceae,Lomatium,NA
Andrena_minutula,Brassicaceae,Cardamine,Cardamine pratensis
Andrena_minutula,Rosaceae,Potentilla,Potentilla erecta
Andrena_minutula,Ranunculaceae,Ranunculus,Ranunculus acris
Andrena_minutula,Sapindaceae,Acer,Acer campestre
Andrena_minutula,Asteraceae,Achillea,Achillea millefolium
Andrena_minutula,Apiaceae,Aegopodium,Aegopodium podagraria
Andrena_minutula,Apiaceae,Angelica,Angelica sylvestris
Andrena_minutula,Apiaceae,Anthriscus,Anthriscus sylvestris
Andrena_minutula,Asteraceae,Bellis,Bellis perennis
Andrena_minutula,Boraginaceae,Borago,Borago officinalis
Andrena_minutula,Brassicaceae,Bunias,Bunias orientalis
Andrena_minutula,Brassicaceae,Cardaria,Cardaria draba
Andrena_minutula,Apiaceae,Carum,Carum carvi
Andrena_minutula,Rosaceae,Crataegus,Crataegus laevigata
Andrena_minutula,Asteraceae,Crepis,Crepis biennis
Andrena_minutula,Apiaceae,Daucus,Daucus carota
Andrena_minutula,Apiaceae,Falcaria,Falcaria vulgaris
Andrena_minutula,Rosaceae,Fragaria,Fragaria vesca
Andrena_minutula,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_minutula,Asteraceae,Hieracium,Hieracium pilosella
Andrena_minutula,Brassicaceae,Isatis,Isatis tinctoria
Andrena_minutula,Rosaceae,Malus,Malus domestica
Andrena_minutula,Lamiaceae,Origanum,Origanum vulgare
Andrena_minutula,Apiaceae,Peucedanum,Peucedanum cervaria
Andrena_minutula,Rosaceae,Potentilla,Potentilla neumanniana
Andrena_minutula,Rosaceae,Potentilla,Potentilla reptans
Andrena_minutula,Rosaceae,Prunus,Prunus avium
Andrena_minutula,Ranunculaceae,Ranunculus,Ranunculus ficaria
Andrena_minutula,Grossulariaceae,Ribes,Ribes uva-crispa
Andrena_minutula,Rosaceae,Rubus,Rubus fruticosus
Andrena_minutula,Salicaceae,Salix,Salix alba
Andrena_minutula,Salicaceae,Salix,Salix caprea
Andrena_minutula,Crassulaceae,Sedum,Sedum rupestre
Andrena_minutula,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_minutula,Rosaceae,Spiraea,Spiraea salicifolia
Andrena_minutula,Caryophyllaceae,Stellaria,Stellaria holostea
Andrena_minutula,Asteraceae,Taraxacum,Taraxacum officinale
Andrena_minutula,Brassicaceae,Thlaspi,Thlaspi arvense
Andrena_minutula,Asteraceae,Tussilago,Tussilago farfara
Andrena_minutula,Plantaginaceae,Veronica,Veronica beccabunga
Andrena_minutula,Plantaginaceae,Veronica,Veronica chamaedrys
Andrena_minutuloides,Brassicaceae,Cardaria,Cardaria draba
Andrena_minutuloides,Sapindaceae,Acer,Acer campestre
Andrena_minutuloides,Apiaceae,Aegopodium,Aegopodium podagraria
Andrena_minutuloides,Apiaceae,Angelica,Angelica sylvestris
Andrena_minutuloides,Boraginaceae,Borago,Borago officinalis
Andrena_minutuloides,Asteraceae,Crepis,Crepis biennis
Andrena_minutuloides,Apiaceae,Daucus,Daucus carota
Andrena_minutuloides,Apiaceae,Falcaria,Falcaria vulgaris
Andrena_minutuloides,Rosaceae,Fragaria,Fragaria vesca
Andrena_minutuloides,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_minutuloides,Rosaceae,Malus,Malus domestica
Andrena_minutuloides,Rosaceae,Potentilla,Potentilla neumanniana
Andrena_minutuloides,Rosaceae,Potentilla,Potentilla reptans
Andrena_minutuloides,Rosaceae,Prunus,Prunus avium
Andrena_minutuloides,Salicaceae,Salix,Salix caprea
Andrena_minutuloides,Crassulaceae,Sedum,Sedum acre
Andrena_minutuloides,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_minutuloides,Asteraceae,Taraxacum,Taraxacum officinale
Andrena_minutuloides,Brassicaceae,Thlaspi,Thlaspi arvense
Andrena_minutuloides,Asteraceae,Tussilago,Tussilago farfara
Andrena_minutuloides,Plantaginaceae,Veronica,Veronica chamaedrys
Andrena_miranda,Fabaceae,NA,NA
Andrena_miranda,Rosaceae,NA,NA
Andrena_miranda,Anacardiaceae,NA,NA
Andrena_miranda,Apiaceae,NA,NA
Andrena_miserabilis,Sapindaceae,NA,NA
Andrena_miserabilis,Rosaceae,NA,NA
Andrena_miserabilis,Salicaceae,NA,NA
Andrena_miserabilis,Rhamnaceae,NA,NA
Andrena_mitis,Salicaceae,Salix,Salix caprea
Andrena_mitis,Salicaceae,Salix,Salix pentandra
Andrena_mitis,Salicaceae,Salix,Salix purpurea
Andrena_mitis,Salicaceae,Salix,Salix triandra
Andrena_mitis,Salicaceae,Salix,Salix viminalis
Andrena_mocsaryi,Brassicaceae,NA,NA
Andrena_mojavensis,Onagraceae,Camissonia,NA
Andrena_monogonoparia,Ericaceae,Arctostaphylos,NA
Andrena_monticola,Asteraceae,Cirsium,NA
Andrena_monticola,Asteraceae,Heliopsis,NA
Andrena_morio,Asteraceae,Centaurea,Centaurea stoebe
Andrena_morio,Asteraceae,Cirsium,Cirsium vulgare
Andrena_morio,Apiaceae,Eryngium,Eryngium campestre
Andrena_morio,Brassicaceae,Sisymbrium,Sisymbrium orientale
Andrena_nana,Apiaceae,Aegopodium,Aegopodium podagraria
Andrena_nana,Apiaceae,Anthriscus,Anthriscus sylvestris
Andrena_nana,Brassicaceae,Biscutella,Biscutella laevigata
Andrena_nana,Boraginaceae,Borago,Borago officinalis
Andrena_nana,Brassicaceae,Cardaria,Cardaria draba
Andrena_nana,Apiaceae,Daucus,Daucus carota
Andrena_nana,Apiaceae,Falcaria,Falcaria vulgaris
Andrena_nana,Rosaceae,Fragaria,Fragaria vesca
Andrena_nana,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_nana,Rosaceae,Potentilla,Potentilla neumanniana
Andrena_nana,Rosaceae,Potentilla,Potentilla reptans
Andrena_nana,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_nana,Plantaginaceae,Veronica,Veronica chamaedrys
Andrena_nanula,Apiaceae,Daucus,Daucus carota
Andrena_nasonii,Rosaceae,NA,NA
Andrena_nasonii,Salicaceae,NA,NA
Andrena_nasonii,Apiaceae,NA,NA
Andrena_nasonii,Adoxaceae,NA,NA
Andrena_nasuta,Boraginaceae,Anchusa,Anchusa officinalis
Andrena_nemophilae,Hydrophyllaceae,Nemophila,NA
Andrena_neomexicana,Asteraceae,Gutierrezia,NA
Andrena_nevadae,Onagraceae,Camissonia,NA
Andrena_nevadensis,Salicaceae,Salix,NA
Andrena_nida,Salicaceae,Salix,NA
Andrena_nigra,Hydrophyllaceae,Phacelia,NA
Andrena_nigrae,Salicaceae,Salix,NA
Andrena_nigriceps,Asteraceae,Centaurea,Centaurea nigra
Andrena_nigriceps,Campanulaceae,Jasione,Jasione montana
Andrena_nigriceps,Brassicaceae,Sinapis,Sinapis alba
Andrena_nigriceps,Apiaceae,Angelica,Angelica sylvestris
Andrena_nigriceps,Ericaceae,Calluna,Calluna vulgaris
Andrena_nigriceps,Asteraceae,Centaurea,Centaurea cyanus
Andrena_nigriceps,Asteraceae,Centaurea,Centaurea jacea
Andrena_nigriceps,Asteraceae,Cirsium,Cirsium palustre
Andrena_nigriceps,Asteraceae,Cirsium,Cirsium vulgare
Andrena_nigriceps,Caryophyllaceae,Dianthus,Dianthus carthusianorum
Andrena_nigriceps,Boraginaceae,Echium,Echium vulgare
Andrena_nigriceps,Asteraceae,Hieracium,Hieracium aurantiacum
Andrena_nigriceps,Campanulaceae,Jasione,Jasione montana
Andrena_nigriceps,Rosaceae,Rubus,Rubus fruticosus
Andrena_nigriceps,Lamiaceae,Salvia,Salvia pratensis
Andrena_nigriceps,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_nigriceps,Asteraceae,Tanacetum,Tanacetum vulgare
Andrena_nigriceps,Asteraceae,Anthemis,NA
Andrena_nigriceps,Asteraceae,Senecio,NA
Andrena_nigriceps,Fabaceae,Melilotus,NA
Andrena_nigrihirta,Fabaceae,NA,NA
Andrena_nigrihirta,Rosaceae,NA,NA
Andrena_nigrihirta,Caprifoliaceae,NA,NA
Andrena_nigripes,Hydrophyllaceae,Nemophila,NA
Andrena_nigroaenea,Brassicaceae,Cakile,Cakile maritima
Andrena_nigroaenea,Brassicaceae,Sisymbrium,Sisymbrium officinale
Andrena_nigroaenea,Apiaceae,Anthriscus,Anthriscus sylvestris
Andrena_nigroaenea,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_nigroaenea,Rosaceae,Crataegus,Crataegus monogyna
Andrena_nigroaenea,Apiaceae,Anthriscus,Anthriscus sylvestris
Andrena_nigroaenea,Brassicaceae,Berteroa,Berteroa incana
Andrena_nigroaenea,Boraginaceae,Borago,Borago officinalis
Andrena_nigroaenea,Cucurbitaceae,Bryonia,Bryonia dioica
Andrena_nigroaenea,Brassicaceae,Cardaria,Cardaria draba
Andrena_nigroaenea,Apiaceae,Chaerophyllum,Chaerophyllum temulum
Andrena_nigroaenea,Papaveraceae,Chelidonium,Chelidonium majus
Andrena_nigroaenea,Rosaceae,Crataegus,Crataegus laevigata
Andrena_nigroaenea,Asteraceae,Crepis,Crepis biennis
Andrena_nigroaenea,Cistaceae,Helianthemum,Helianthemum apenninum
Andrena_nigroaenea,Cistaceae,Helianthemum,Helianthemum nummularium
Andrena_nigroaenea,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_nigroaenea,Aquifoliaceae,Ilex,Ilex aquifolium
Andrena_nigroaenea,Brassicaceae,Isatis,Isatis tinctoria
Andrena_nigroaenea,Ranunculaceae,Ranunculus,Ranunculus acris
Andrena_nigroaenea,Ranunculaceae,Ranunculus,Ranunculus bulbosus
Andrena_nigroaenea,Rosaceae,Rubus,Rubus idaeus
Andrena_nigroaenea,Salicaceae,Salix,Salix alba
Andrena_nigroaenea,Salicaceae,Salix,Salix aurita
Andrena_nigroaenea,Salicaceae,Salix,Salix caprea
Andrena_nigroaenea,Brassicaceae,Sinapis,Sinapis alba
Andrena_nigroaenea,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_nigroaenea,Brassicaceae,Sisymbrium,Sisymbrium orientale
Andrena_nigroaenea,Caryophyllaceae,Stellaria,Stellaria holostea
Andrena_nigroaenea,Asteraceae,Taraxacum,Taraxacum officinale
Andrena_nigroaenea,Fabaceae,Trifolium,Trifolium repens
Andrena_nigroaenea,Ericaceae,Vaccinium,Vaccinium vitis-idaea
Andrena_nigroaenea,Vitaceae,Vitis,Vitis vinifera
Andrena_nitida,Sapindaceae,Acer,Acer campestre
Andrena_nitida,Sapindaceae,Acer,Acer platanoides
Andrena_nitida,Apiaceae,Aegopodium,Aegopodium podagraria
Andrena_nitida,Amaryllidaceae,Allium,Allium sphaerocephalon
Andrena_nitida,Apiaceae,Angelica,Angelica sylvestris
Andrena_nitida,Boraginaceae,Borago,Borago officinalis
Andrena_nitida,Brassicaceae,Cardamine,Cardamine pratensis
Andrena_nitida,Cornaceae,Cornus,Cornus sanguinea
Andrena_nitida,Rosaceae,Cotoneaster,Cotoneaster dammeri
Andrena_nitida,Cistaceae,Helianthemum,Helianthemum nummularium
Andrena_nitida,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_nitida,Aquifoliaceae,Ilex,Ilex aquifolium
Andrena_nitida,Lamiaceae,Lamium,Lamium maculatum
Andrena_nitida,Asparagaceae,Ornithogalum,Ornithogalum umbellatum
Andrena_nitida,Rosaceae,Prunus,Prunus avium
Andrena_nitida,Rosaceae,Prunus,Prunus domestica
Andrena_nitida,Rosaceae,Prunus,Prunus spinosa
Andrena_nitida,Rosaceae,Pyrus,Pyrus communis
Andrena_nitida,Ranunculaceae,Ranunculus,Ranunculus acris
Andrena_nitida,Ranunculaceae,Ranunculus,Ranunculus bulbosus
Andrena_nitida,Ranunculaceae,Ranunculus,Ranunculus ficaria
Andrena_nitida,Grossulariaceae,Ribes,Ribes nigrum
Andrena_nitida,Salicaceae,Salix,Salix caprea
Andrena_nitida,Salicaceae,Salix,Salix viminalis
Andrena_nitida,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_nitida,Brassicaceae,Sisymbrium,Sisymbrium orientale
Andrena_nitida,Caryophyllaceae,Stellaria,Stellaria holostea
Andrena_nitida,Asteraceae,Taraxacum,Taraxacum officinale
Andrena_nitida,Plantaginaceae,Veronica,Veronica chamaedrys
Andrena_nitidiuscula,Apiaceae,Angelica,Angelica sylvestris
Andrena_nitidiuscula,Apiaceae,Daucus,Daucus carota
Andrena_nitidiuscula,Apiaceae,Falcaria,Falcaria vulgaris
Andrena_nitidiuscula,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_nitidiuscula,Apiaceae,Peucedanum,Peucedanum cervaria
Andrena_nitidiuscula,Apiaceae,Peucedanum,Peucedanum oreoselinum
Andrena_nitidiuscula,Apiaceae,Torilis,Torilis japonica
Andrena_nivalis,Ericaceae,Vaccinium,Vaccinium stamineum
Andrena_nivalis,Plantaginaceae,Veronica,Veronica officinalis
Andrena_nivalis,Asteraceae,Hieracium,NA
Andrena_nivalis,Rosaceae,NA,NA
Andrena_nivalis,Rhamnaceae,NA,NA
Andrena_nivalis,Anacardiaceae,NA,NA
Andrena_nivalis,Adoxaceae,NA,NA
Andrena_nivalis,Scrophulariaceae,NA,NA
Andrena_niveata,Boraginaceae,Borago,Borago officinalis
Andrena_niveata,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_niveata,Brassicaceae,Sisymbrium,Sisymbrium officinale
Andrena_niveata,Brassicaceae,Sisymbrium,Sisymbrium orientale
Andrena_niveata,Brassicaceae,Thlaspi,Thlaspi arvense
Andrena_niveata,Brassicaceae,Cardaria,Cardaria draba
Andrena_niveata,Brassicaceae,Raphanus,Raphanus raphanistrum
Andrena_niveata,Brassicaceae,Brassica,Brassica nigra
Andrena_nobilis,Brassicaceae,NA,NA
Andrena_nothocalaidis,Asteraceae,Agoseris,NA
Andrena_nothoscordi,Amaryllidaceae,Nothoscordum,Nothoscordum bivalve
Andrena_nubecula,Asteraceae,Solidago,NA
Andrena_nubecula,Asteraceae,Symphyotrichum,NA
Andrena_nubecula,Asteraceae,Euthamia,NA
Andrena_nuda,Rosaceae,NA,NA
Andrena_nuda,Anacardiaceae,NA,NA
Andrena_nuda,Rhamnaceae,NA,NA
Andrena_nuda,Adoxaceae,NA,NA
Andrena_nuptialis,Apiaceae,Eryngium,Eryngium campestre
Andrena_nuptialis,Apiaceae,Peucedanum,Peucedanum cervaria
Andrena_nuptialis,Apiaceae,Daucus,Daucus carota
Andrena_nuptialis,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_nycthemera,Salicaceae,Salix,Salix aurita
Andrena_nycthemera,Salicaceae,Salix,Salix caprea
Andrena_nycthemera,Salicaceae,Salix,Salix cinerea
Andrena_nycthemera,Salicaceae,Salix,Salix purpurea
Andrena_nycthemera,Salicaceae,Salix,Salix viminalis
Andrena_oenotherae,Onagraceae,Camissonia,NA
Andrena_ofella,Asteraceae,Chrysothamnus,NA
Andrena_ofella,Asteraceae,Ericameria,NA
Andrena_ofella,Asteraceae,Gutierrezia,NA
Andrena_ofella,Asteraceae,Haplopappus,NA
Andrena_olivacea,Asteraceae,Baileya,NA
Andrena_olivacea,Asteraceae,Geraea,NA
Andrena_olivacea,Asteraceae,Malacothrix,NA
Andrena_olivacea,Asteraceae,Rafinesquia,NA
Andrena_omninigra,Onagraceae,Clarkia,NA
Andrena_oralis,Brassicaceae,NA,NA
Andrena_orthocarpi,Asteraceae,Lasthenia,NA
Andrena_osmioides,Boraginaceae,Cryptantha,NA
Andrena_ovatula,Fabaceae,Trifolium,Trifolium repens
Andrena_ovatula,Fabaceae,Trifolium,Trifolium pratense
Andrena_ovatula,Asteraceae,Senecio,Senecio jacobaea
Andrena_ovatula,Fabaceae,Dorycnium,Dorycnium pentaphyllum subsp. germanicum
Andrena_ovatula,Fabaceae,Genista,Genista anglica
Andrena_ovatula,Fabaceae,Lotus,Lotus corniculatus
Andrena_ovatula,Fabaceae,Melilotus,Melilotus albus
Andrena_ovatula,Fabaceae,Melilotus,Melilotus officinalis
Andrena_ovatula,Fabaceae,Trifolium,Trifolium pratense
Andrena_ovatula,Fabaceae,Trifolium,Trifolium repens
Andrena_ovatula,Fabaceae,Vicia,Vicia sepium
Andrena_pallidiscopa,Apiaceae,Lomatium,NA
Andrena_pallitarsis,Apiaceae,Falcaria,Falcaria vulgaris
Andrena_pallitarsis,Apiaceae,Pastinaca,Pastinaca sativa
Andrena_pallitarsis,Apiaceae,Daucus,Daucus carota
Andrena_palpalis,Hydrophyllaceae,Phacelia,NA
Andrena_pandellei,Campanulaceae,Campanula,Campanula sibirica
Andrena_pandellei,Campanulaceae,Campanula,Campanula glomerata
Andrena_pandellei,Campanulaceae,Campanula,Campanula patula
Andrena_pandellei,Campanulaceae,Campanula,Campanula persicifolia
Andrena_pandellei,Campanulaceae,Campanula,Campanula rapunculus
Andrena_papagorum,Salicaceae,Salix,NA
Andrena_parachalybea,Onagraceae,Camissonia,NA
Andrena_parnassiae,Celastraceae,Parnassia,NA
Andrena_pastellensis,Asteraceae,Taraxacum,Taraxacum officinale
Andrena_paucisquama,Campanulaceae,Campanula,Campanula sibirica
Andrena_pecosana,Asteraceae,Chrysothamnus,NA
Andrena_pecosana,Asteraceae,Ericameria,NA
Andrena_pecosana,Asteraceae,Grindelia,NA
Andrena_pecosana,Asteraceae,Gutierrezia,NA
Andrena_pecosana,Asteraceae,Haplopappus,NA
Andrena_pecosana,Asteraceae,Heliomeris,NA
Andrena_pecosana,Asteraceae,Heterotheca,NA
Andrena_pecosana,Asteraceae,Viguiera,NA
Andrena_pecosana,Asteraceae,Xanthisma,NA
Andrena_pectidis,Asteraceae,Pectis,NA
Andrena_pensilis,Asteraceae,Lasthenia,NA
Andrena_perarmata,Salicaceae,Salix,NA
Andrena_perplexa,Rosaceae,NA,NA
Andrena_perplexa,Salicaceae,NA,NA
Andrena_perplexa,Iridaceae,NA,NA
Andrena_perplexa,Cornaceae,NA,NA
Andrena_perplexa,Adoxaceae,NA,NA
Andrena_perplexa,Rhamnaceae,NA,NA
Andrena_perplexa,Oleaceae,NA,NA
Andrena_perpunctata,Asteraceae,Heterotheca,NA
Andrena_persimulata,Cornaceae,Cornus,NA
Andrena_personata,Rosaceae,Crataegus,NA
Andrena_personata,Rosaceae,Rubus,NA
Andrena_phaceliae,Hydrophyllaceae,Phacelia,NA
Andrena_pilipes,Brassicaceae,Berteroa,Berteroa incana
Andrena_pilipes,Asteraceae,Centaurea,Centaurea stoebe
Andrena_pilipes,Brassicaceae,Sisymbrium,Sisymbrium altissimum
Andrena_pilipes,Apiaceae,Aegopodium,Aegopodium podagraria
Andrena_pilipes,Amaryllidaceae,Allium,Allium cepa
Andrena_pilipes,Brassicaceae,Barbarea,Barbarea vulgaris
Andrena_pilipes,Brassicaceae,Berteroa,Berteroa incana
Andrena_pilipes,Boraginaceae,Borago,Borago officinalis
Andrena_pilipes,Brassicaceae,Brassica,Brassica nigra
Andrena_pilipes,Brassicaceae,Brassica,Brassica oleracea
Andrena_pilipes,Brassicaceae,Brassica,Brassica rapa
Andrena_pilipes,Brassicaceae,Cardaria,Cardaria draba
Andrena_pilipes,Asteraceae,Centaurea,Centaurea jacea
Andrena_pilipes,Asteraceae,Centaurea,Centaurea scabiosa
Andrena_pilipes,Asteraceae,Centaurea,Centaurea stoebe
Andrena_pilipes,Asteraceae,Cirsium,Cirsium arvense
Andrena_pilipes,Apiaceae,Eryngium,Eryngium campestre
Andrena_pilipes,Rosaceae,Fragaria,Fragaria vesca
Andrena_pilipes,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_pilipes,Fabaceae,Melilotus,Melilotus albus
Andrena_pilipes,Rosaceae,Rubus,Rubus fruticosus
Andrena_pilipes,Lamiaceae,Salvia,Salvia pratensis
Andrena_pilipes,Brassicaceae,Sinapis,Sinapis alba
Andrena_pilipes,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_pilipes,Brassicaceae,Sisymbrium,Sisymbrium altissimum
Andrena_pilipes,Brassicaceae,Sisymbrium,Sisymbrium orientale
Andrena_pilipes,Fabaceae,Trifolium,Trifolium repens
Andrena_piperi,Brassicaceae,Descurainia,NA
Andrena_piperi,Brassicaceae,Lepidium,NA
Andrena_piperi,Brassicaceae,Lesquerella,NA
Andrena_piperi,Brassicaceae,Physaria,NA
Andrena_placata,Asteraceae,Solidago,NA
Andrena_placata,Asteraceae,Symphyotrichum,NA
Andrena_placata,Asteraceae,Eurybia,NA
Andrena_plana,Fabaceae,Trifolium,NA
Andrena_platyparia,Cornaceae,Cornus,NA
Andrena_polemonii,Polemoniaceae,Polemonium,NA
Andrena_polita,Asteraceae,Hieracium,Hieracium pilosella
Andrena_polita,Asteraceae,Hieracium,Hieracium piloselloides
Andrena_polita,Asteraceae,Hypochaeris,Hypochaeris radicata
Andrena_polita,Asteraceae,Leontodon,Leontodon autumnalis
Andrena_polita,Asteraceae,Picris,Picris hieracioides
Andrena_polita,Asteraceae,Lactuca,Lactuca perennis
Andrena_polita,Asteraceae,Cichorium,Cichorium intybus
Andrena_pontica,Apiaceae,NA,NA
Andrena_porterae,Grossulariaceae,Ribes,NA
Andrena_potentillae,Rosaceae,Potentilla,Potentilla arenaria
Andrena_potentillae,Rosaceae,Potentilla,Potentilla neumanniana
Andrena_praecox,Ranunculaceae,Ranunculus,Ranunculus bulbosus
Andrena_praecox,Salicaceae,Salix,Salix alba
Andrena_praecox,Salicaceae,Salix,Salix appendiculata
Andrena_praecox,Salicaceae,Salix,Salix aurita
Andrena_praecox,Salicaceae,Salix,Salix caprea
Andrena_praecox,Salicaceae,Salix,Salix cinerea
Andrena_praecox,Salicaceae,Salix,Salix fragilis
Andrena_praecox,Salicaceae,Salix,Salix purpurea
Andrena_praecox,Salicaceae,Salix,Salix viminalis
Andrena_praecox,Rosaceae,Pyrus,NA
Andrena_prima,Brassicaceae,Lepidium,NA
Andrena_prima,Brassicaceae,Lesquerella,NA
Andrena_prima,Brassicaceae,Physaria,NA
Andrena_primulifrons,Brassicaceae,Lesquerella,NA
Andrena_principalis,Ericaceae,Arctostaphylos,NA
Andrena_probata,Brassicaceae,Erysimum,Erysimum rhaeticum
Andrena_producta,Fabaceae,NA,NA
Andrena_proxima,Apiaceae,Aegopodium,Aegopodium podagraria
Andrena_proxima,Apiaceae,Anthriscus,Anthriscus sylvestris
Andrena_proxima,Apiaceae,Conium,Conium maculatum
Andrena_proxima,Apiaceae,Falcaria,Falcaria vulgaris
Andrena_proxima,Apiaceae,Laser,Laser trilobum
Andrena_proxima,Apiaceae,Laserpitium,Laserpitium latifolium
Andrena_proxima,Apiaceae,Orlaya,Orlaya grandiflora
Andrena_proxima,Apiaceae,Chaerophyllum,Chaerophyllum aureum
Andrena_proxima,Apiaceae,Chaerophyllum,Chaerophyllum temulum
Andrena_proxima,Apiaceae,Daucus,Daucus carota
Andrena_proxima,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_pubescens,Ranunculaceae,Ranunculus,Ranunculus ficaria
Andrena_pubescens,Ranunculaceae,Ranunculus,Ranunculus bulbosus
Andrena_pubescens,Brassicaceae,Sinapis,Sinapis alba
Andrena_pubescens,Brassicaceae,Alliaria,Alliaria petiolata
Andrena_pubescens,Cistaceae,Helianthemum,Helianthemum nummularium
Andrena_pubescens,Caryophyllaceae,Stellaria,Stellaria holostea
Andrena_pubescens,Sapindaceae,Acer,Acer campestre
Andrena_pubescens,Sapindaceae,Aesculus,Aesculus hippocastanum
Andrena_pubescens,Aquifoliaceae,Ilex,Ilex aquifolium
Andrena_pubescens,Rosaceae,Prunus,Prunus spinosa
Andrena_pubescens,Rosaceae,Prunus,Prunus avium
Andrena_pubescens,Rosaceae,Prunus,Prunus laurocerasus
Andrena_pubescens,Rosaceae,Crataegus,Crataegus monogyna
Andrena_pubescens,Apiaceae,Anthriscus,Anthriscus sylvestris
Andrena_pubescens,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_pubescens,Salicaceae,Salix,Salix caprea
Andrena_pubescens,Plantaginaceae,Veronica,Veronica chamaedrys
Andrena_pubescens,Viburnaceae,Viburnum,Viburnum lantana
Andrena_pubescens,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta
Andrena_pubescens,Brassicaceae,Aubrieta,NA
Andrena_pubescens,Rosaceae,Pyrus,NA
Andrena_pubescens,Betulaceae,Betula,NA
Andrena_pubescens,Fagaceae,Fagus,NA
Andrena_pubescens,Lamiaceae,Lamium,NA
Andrena_pubescens,Lamiaceae,Glechoma,NA
Andrena_pubescens,Asteraceae,Taraxacum,NA
Andrena_pubescens,Asteraceae,Bellis,NA
Andrena_pubescens,Scrophulariaceae,NA,NA
Andrena_pubescens,Adoxaceae,NA,NA
Andrena_pulverea,Limnanthaceae,Limnanthes,Limnanthes douglasii
Andrena_pulverea,Orchidaceae,Lepanthes,Lepanthes nivea
Andrena_pulverea,Limnanthaceae,Limnanthes,Limnanthes douglasii subsp. rosea
Andrena_pulverea,Limnanthaceae,Limnanthes,Limnanthes alba
Andrena_pulverea,Limnanthaceae,Limnanthes,Limnanthes montana
Andrena_pulverea,Limnanthaceae,Limnanthes,Limnanthes striata
Andrena_pulverea,Limnanthaceae,Limnanthes,Limnanthes vinculans
Andrena_pusilla,Brassicaceae,Cardaria,Cardaria draba
Andrena_pusilla,Boraginaceae,Borago,Borago officinalis
Andrena_pusilla,Rosaceae,Crataegus,Crataegus laevigata
Andrena_pusilla,Rosaceae,Prunus,Prunus spinosa
Andrena_pusilla,Brassicaceae,Sisymbrium,Sisymbrium officinale
Andrena_pusilla,Brassicaceae,Sisymbrium,Sisymbrium orientale
Andrena_pusilla,Brassicaceae,Thlaspi,Thlaspi arvense
Andrena_pusilla,Brassicaceae,Brassica,Brassica rapa
Andrena_puthua,Asteraceae,Lasthenia,NA
Andrena_puthua,Asteraceae,Wyethia,NA
Andrena_quintilis,Fabaceae,Amorpha,NA
Andrena_ramaleyi,Asteraceae,Chrysothamnus,NA
Andrena_ramaleyi,Asteraceae,Ericameria,NA
Andrena_raveni,Onagraceae,Camissonia,NA
Andrena_reflexa,Asteraceae,Gutierrezia,NA
Andrena_reflexa,Asteraceae,Verbesina,NA
Andrena_rehni,Fagaceae,Castanea,NA
Andrena_rhenana,Asteraceae,Crepis,Crepis biennis
Andrena_ribblei,Polemoniaceae,Polemonium,NA
Andrena_robertsonii,Rosaceae,NA,NA
Andrena_robertsonii,Cornaceae,NA,NA
Andrena_rogenhoferi,Sapindaceae,Acer,Acer pseudoplatanus
Andrena_rogenhoferi,Ericaceae,Rhododendron,Rhododendron ferrugineum
Andrena_rogenhoferi,Gentianaceae,Gentiana,NA
Andrena_rogenhoferi,Saxifragaceae,Saxifraga,NA
Andrena_rogenhoferi,Cistaceae,Helianthemum,NA
Andrena_rosae,Apiaceae,Pastinaca,Pastinaca sativa
Andrena_rosae,Apiaceae,Aegopodium,Aegopodium podagraria
Andrena_rosae,Apiaceae,Angelica,Angelica sylvestris
Andrena_rosae,Apiaceae,Anthriscus,Anthriscus sylvestris
Andrena_rosae,Apiaceae,Eryngium,Eryngium campestre
Andrena_rosae,Apiaceae,Falcaria,Falcaria vulgaris
Andrena_rosae,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_rosae,Apiaceae,Daucus,Daucus carota
Andrena_rosae,Apiaceae,Eryngium,Eryngium planum
