providedName,finalName,geo_informed
Osmia longula,Osmia longula,FALSE
Osmia lupinicola,Osmia lupinicola,FALSE
Osmia malina,Osmia malina,FALSE
Osmia marginata,Osmia marginata,FALSE
Osmia marginipennis,Osmia marginipennis,FALSE
Osmia marilaunidii,Osmia marilaunidii,FALSE
Osmia melanopleura,Osmia melanopleura,FALSE
Osmia mertensiae,Osmia mertensiae,FALSE
Osmia mixta,Osmia mixta,FALSE
Osmia montana,Osmia montana,FALSE
Osmia morongana,Osmia morongana,FALSE
Osmia nanula,Osmia nanula,FALSE
Osmia nemoris,Osmia nemoris,FALSE
Osmia neocyanopoda,Osmia neocyanopoda,FALSE
Osmia nifoata,Osmia nifoata,FALSE
Osmia nigrifrons,Osmia nigrifrons,FALSE
Osmia nigriventris,Osmia nigriventris,FALSE
Osmia nigrobarbata,Osmia nigrobarbata,FALSE
Osmia obliqua,Osmia obliqua,FALSE
Osmia odontogaster,Osmia odontogaster,FALSE
Osmia pagosa,Osmia pagosa,FALSE
Osmia palmula,Osmia palmula,FALSE
Osmia paradisica,Osmia paradisica,FALSE
Osmia pentstemonis,Osmia pentstemonis,FALSE
Osmia phenax,Osmia phenax,FALSE
Osmia pikei,Osmia pikei,FALSE
Osmia pingreeana,Osmia pingreeana,FALSE
Osmia potentillae,Osmia potentillae,FALSE
Osmia proxima,Osmia proxima,FALSE
Osmia prunorum,Osmia prunorum,FALSE
Osmia pulsatillae,Osmia pulsatillae,FALSE
Osmia pumila,Osmia pumila,FALSE
Osmia pusilla,Osmia pusilla,FALSE
Osmia raritatis,Osmia raritatis,FALSE
Osmia rawlinsi,Osmia rawlinsi,FALSE
Osmia regulina,Osmia regulina,FALSE
Osmia ribifloris,Osmia ribifloris,FALSE
Osmia rostrata,Osmia rostrata,FALSE
Osmia sanctaerosae,Osmia sanctaerosae,FALSE
Osmia sandhouseae,Osmia sandhouseae,FALSE
Osmia sanrafaelae,Osmia sanrafaelae,FALSE
Osmia sculleni,Osmia sculleni,FALSE
Osmia sedula,Osmia sedula,FALSE
Osmia sequoiae,Osmia sequoiae,FALSE
Osmia simillima,Osmia simillima,FALSE
Osmia subarctica,Osmia subarctica,FALSE
Osmia subaustralis,Osmia subaustralis,FALSE
Osmia subfasciata,Osmia subfasciata,FALSE
Osmia tanneri,Osmia tanneri,FALSE
Osmia tarsata,Osmia tarsata,FALSE
Osmia taurus,Osmia taurus,FALSE
Osmia tersula,Osmia tersula,FALSE
Osmia texana,Osmia texana,FALSE
Osmia thysanisca,Osmia thysanisca,FALSE
Osmia trevoris,Osmia trevoris,FALSE
Osmia trifoliama,Osmia trifoliama,FALSE
Osmia tristella,Osmia tristella,FALSE
Osmia unca,Osmia unca,FALSE
Osmia vandykei,Osmia vandykei,FALSE
Osmia virga,Osmia virga,FALSE
Osmia watsoni,Osmia watsoni,FALSE
Osmia zephyros,Osmia zephyros,FALSE
Panurginus armaticeps,Panurginus armaticeps,FALSE
Panurginus atramontensis,Panurginus atramontensis,FALSE
Panurginus atriceps,Panurginus atriceps,FALSE
Panurginus beardsleyi,Panurginus beardsleyi,FALSE
Panurginus bilobatus,Panurginus bilobatus,FALSE
Panurginus ceanothi,Panurginus ceanothi,FALSE
Panurginus cressoniellus,Panurginus cressoniellus,FALSE
Panurginus emarginatus,Panurginus emarginatus,FALSE
Panurginus gabrielis,Panurginus gabrielis,FALSE
Panurginus gracilis,Panurginus gracilis,FALSE
Panurginus ineptus,Panurginus ineptus,FALSE
Panurginus melanocephalus,Panurginus melanocephalus,FALSE
Panurginus nigrellus,Panurginus nigrellus,FALSE
Panurginus nigrihirtus,Panurginus nigrihirtus,FALSE
Panurginus occidentalis,Panurginus occidentalis,FALSE
Panurginus polytrichus,Panurginus polytrichus,FALSE
Panurginus potentillae,Panurginus potentillae,FALSE
Paranomada californica,Paranomada californica,FALSE
Paranomada nitida,Paranomada nitida,FALSE
Paranomada velutina,Paranomada velutina,FALSE
Paranthidium jugatorium,Paranthidium jugatorium,FALSE
Peponapis crassidentata,Peponapis crassidentata,FALSE
Peponapis limitaris,Peponapis limitaris,FALSE
Peponapis michelbacherorum,Peponapis michelbacherorum,FALSE
Peponapis pruinosa,Peponapis pruinosa,FALSE
Peponapis timberlakei,Peponapis timberlakei,FALSE
Peponapis utahensis,Peponapis utahensis,FALSE
Perdita abbreviata,Perdita abbreviata,FALSE
Perdita abdominalis,Perdita abdominalis,FALSE
Perdita acaciae,Perdita acaciae,FALSE
Perdita adjuncta,Perdita adjuncta,FALSE
Perdita adustiventris,Perdita adustiventris,FALSE
Perdita aemula,Perdita aemula,FALSE
Perdita affecta,Perdita affecta,FALSE
Perdita affinis,Perdita affinis,FALSE
Perdita agasta,Perdita agasta,FALSE
Perdita ainsliei,Perdita ainsliei,FALSE
Perdita albihirta,Perdita albihirta,FALSE
Perdita albipennis,Perdita albipennis,FALSE
Perdita albiventris,Perdita albiventris,FALSE
Perdita albofasciata,Perdita albofasciata,FALSE
Perdita albonotata,Perdita albonotata,FALSE
Perdita albovittata,Perdita albovittata,FALSE
Perdita alexi,Perdita alexi,FALSE
Perdita algodones,Perdita algodones,FALSE
Perdita ambigua,Perdita ambigua,FALSE
Perdita amoena,Perdita amoena,FALSE
Perdita ampla,Perdita ampla,FALSE
Perdita amplipennis,Perdita amplipennis,FALSE
Perdita angellata,Perdita angellata,FALSE
Perdita annexa,Perdita annexa,FALSE
Perdita apacheorum,Perdita apacheorum,FALSE
Perdita aperta,Perdita aperta,FALSE
Perdita aplopappi,Perdita aplopappi,FALSE
Perdita arenaria,Perdita arenaria,FALSE
Perdita argemones,Perdita argemones,FALSE
Perdita aridella,Perdita aridella,FALSE
Perdita arizonica,Perdita arizonica,FALSE
Perdita ashmeadi,Perdita ashmeadi,FALSE
Perdita assimilis,Perdita assimilis,FALSE
Perdita asteris,Perdita asteris,FALSE
Perdita atrata,Perdita atrata,FALSE
Perdita aureovittata,Perdita aureovittata,FALSE
Perdita austini,Perdita austini,FALSE
Perdita baccharidis,Perdita baccharidis,FALSE
Perdita basinicola,Perdita basinicola,FALSE
Perdita beameri,Perdita beameri,FALSE
Perdita beata,Perdita beata,FALSE
Perdita beatula,Perdita beatula,FALSE
Perdita bebbiae,Perdita bebbiae,FALSE
Perdita bellula,Perdita bellula,FALSE
Perdita bequaerti,Perdita bequaerti,FALSE
Perdita bequaertiana,Perdita bequaertiana,FALSE
Perdita bicuspidariae,Perdita bicuspidariae,FALSE
Perdita bigeloviae,Perdita bigeloviae,FALSE
Perdita biguttata,Perdita biguttata,FALSE
Perdita bilobata,Perdita bilobata,FALSE
Perdita binotata,Perdita binotata,FALSE
Perdita biparticeps,Perdita biparticeps,FALSE
Perdita bishoppi,Perdita bishoppi,FALSE
Perdita bispinata,Perdita bispinata,FALSE
Perdita blaisdelli,Perdita blaisdelli,FALSE
Perdita blatchleyi,Perdita blatchleyi,FALSE
Perdita bohartorum,Perdita bohartorum,FALSE
Perdita boltoniae,Perdita boltoniae,FALSE
Perdita bradleyana,Perdita bradleyana,FALSE
Perdita bradleyi,Perdita bradleyi,FALSE
Perdita brevihirta,Perdita brevihirta,FALSE
Perdita bridwelli,Perdita bridwelli,FALSE
Perdita bruneri,Perdita bruneri,FALSE
Perdita butleri,Perdita butleri,FALSE
Perdita californica,Perdita californica,FALSE
Perdita callicerata,Perdita callicerata,FALSE
Perdita calloleuca,Perdita calloleuca,FALSE
Perdita calochorti,Perdita calochorti,FALSE
Perdita cambarella,Perdita cambarella,FALSE
Perdita cara,Perdita cara,FALSE
Perdita celadona,Perdita celadona,FALSE
Perdita cephalotes,Perdita cephalotes,FALSE
Perdita chamaesarachae,Perdita chamaesarachae,FALSE
Perdita chihuahua,Perdita chihuahua,FALSE
Perdita chionostoma,Perdita chionostoma,FALSE
Perdita chloris,Perdita chloris,FALSE
Perdita chrysophila,Perdita chrysophila,FALSE
Perdita chrysothamni,Perdita chrysothamni,FALSE
Perdita ciliata,Perdita ciliata,FALSE
Perdita cladothricis,Perdita cladothricis,FALSE
Perdita claypolei,Perdita claypolei,FALSE
Perdita cleomellae,Perdita cleomellae,FALSE
Perdita clypeata,Perdita clypeata,FALSE
Perdita coahuilensis,Perdita coahuilensis,FALSE
Perdita coalingensis,Perdita coalingensis,FALSE
Perdita cognata,Perdita cognata,FALSE
Perdita coldeniae,Perdita coldeniae,FALSE
Perdita colei,Perdita colei,FALSE
Perdita compta,Perdita compta,FALSE
Perdita confusa,Perdita confusa,FALSE
Perdita consobrina,Perdita consobrina,FALSE
Perdita coreopsidis,Perdita coreopsidis,FALSE
Perdita covilleae,Perdita covilleae,FALSE
Perdita cowaniae,Perdita cowaniae,FALSE
Perdita cracens,Perdita cracens,FALSE
Perdita crandalli,Perdita crandalli,FALSE
Perdita crassula,Perdita crassula,FALSE
Perdita craterognatha,Perdita craterognatha,FALSE
Perdita croceipes,Perdita croceipes,FALSE
Perdita crotonis,Perdita crotonis,FALSE
Perdita cruciferarum,Perdita cruciferarum,FALSE
Perdita cuspidata,Perdita cuspidata,FALSE
Perdita dammersi,Perdita dammersi,FALSE
Perdita dasylirii,Perdita dasylirii,FALSE
Perdita deltophora,Perdita deltophora,FALSE
Perdita dentata,Perdita dentata,FALSE
Perdita depressa,Perdita depressa,FALSE
Perdita desdemona,Perdita desdemona,FALSE
Perdita dicksoni,Perdita dicksoni,FALSE
Perdita difficilis,Perdita difficilis,FALSE
Perdita digressa,Perdita digressa,FALSE
Perdita discreta,Perdita discreta,FALSE
Perdita dispar,Perdita dispar,FALSE
Perdita distans,Perdita distans,FALSE
Perdita distincta,Perdita distincta,FALSE
Perdita distropica,Perdita distropica,FALSE
Perdita diversa,Perdita diversa,FALSE
Perdita dolanensis,Perdita dolanensis,FALSE
Perdita dolichocephala,Perdita dolichocephala,FALSE
Perdita drymariae,Perdita drymariae,FALSE
Perdita dubia,Perdita dubia,FALSE
Perdita duplonotata,Perdita duplonotata,FALSE
Perdita electa,Perdita electa,FALSE
Perdita elegans,Perdita elegans,FALSE
Perdita emarginata,Perdita emarginata,FALSE
Perdita eremica,Perdita eremica,FALSE
Perdita eremophila,Perdita eremophila,FALSE
Perdita eriastri,Perdita eriastri,FALSE
Perdita ericameriae,Perdita ericameriae,FALSE
Perdita eriogoni,Perdita eriogoni,FALSE
Perdita erythropyga,Perdita erythropyga,FALSE
Perdita eucnides,Perdita eucnides,FALSE
Perdita euphorbiae,Perdita euphorbiae,FALSE
Perdita euzonata,Perdita euzonata,FALSE
Perdita exclamans,Perdita exclamans,FALSE
Perdita exigua,Perdita exigua,FALSE
Perdita exilis,Perdita exilis,FALSE
Perdita eximia,Perdita eximia,FALSE
Perdita falcata,Perdita falcata,FALSE
Perdita fallax,Perdita fallax,FALSE
Perdita fallugiae,Perdita fallugiae,FALSE
Perdita fedorensis,Perdita fedorensis,FALSE
Perdita festiva,Perdita festiva,FALSE
Perdita fieldi,Perdita fieldi,FALSE
Perdita flavicauda,Perdita flavicauda,FALSE
Perdita flaviceps,Perdita flaviceps,FALSE
Perdita flavifrons,Perdita flavifrons,FALSE
Perdita flavipes,Perdita flavipes,FALSE
Perdita floridensis,Perdita floridensis,FALSE
Perdita florissantella,Perdita florissantella,FALSE
Perdita foleyi,Perdita foleyi,FALSE
Perdita foveata,Perdita foveata,FALSE
Perdita foxi,Perdita foxi,FALSE
Perdita fracticincta,Perdita fracticincta,FALSE
Perdita frontalis,Perdita frontalis,FALSE
Perdita fulvescens,Perdita fulvescens,FALSE
Perdita fulvicauda,Perdita fulvicauda,FALSE
Perdita geminata,Perdita geminata,FALSE
Perdita genalis,Perdita genalis,FALSE
Perdita gentilis,Perdita gentilis,FALSE
Perdita georgica,Perdita georgica,FALSE
Perdita gerardiae,Perdita gerardiae,FALSE
Perdita gerhardi,Perdita gerhardi,FALSE
Perdita giliae,Perdita giliae,FALSE
Perdita glabrescens,Perdita glabrescens,FALSE
Perdita gracilis,Perdita gracilis,FALSE
Perdita graenicheri,Perdita graenicheri,FALSE
Perdita grandiceps,Perdita grandiceps,FALSE
Perdita greggiae,Perdita greggiae,FALSE
Perdita gutierreziae,Perdita gutierreziae,FALSE
Perdita haigi,Perdita haigi,FALSE
Perdita halictoides,Perdita halictoides,FALSE
Perdita heliophila,Perdita heliophila,FALSE
Perdita heliotropii,Perdita heliotropii,FALSE
Perdita heterothecae,Perdita heterothecae,FALSE
Perdita hippolyta,Perdita hippolyta,FALSE
Perdita hirsuta,Perdita hirsuta,FALSE
Perdita hirticeps,Perdita hirticeps,FALSE
Perdita holoxantha,Perdita holoxantha,FALSE
Perdita hooki,Perdita hooki,FALSE
Perdita hurdi,Perdita hurdi,FALSE
Perdita idonea,Perdita idonea,FALSE
Perdita ignota,Perdita ignota,FALSE
Perdita imbellis,Perdita imbellis,FALSE
Perdita imberbis,Perdita imberbis,FALSE
Perdita impunctifrons,Perdita impunctifrons,FALSE
Perdita incana,Perdita incana,FALSE
Perdita indioensis,Perdita indioensis,FALSE
Perdita innotata,Perdita innotata,FALSE
Perdita inornata,Perdita inornata,FALSE
Perdita interrupta,Perdita interrupta,FALSE
Perdita interserta,Perdita interserta,FALSE
Perdita irregularis,Perdita irregularis,FALSE
Perdita isocomae,Perdita isocomae,FALSE
Perdita jonesi,Perdita jonesi,FALSE
Perdita jucunda,Perdita jucunda,FALSE
Perdita kanabensis,Perdita kanabensis,FALSE
Perdita kiowi,Perdita kiowi,FALSE
Perdita knowltoni,Perdita knowltoni,FALSE
Perdita koebelei,Perdita koebelei,FALSE
Perdita krombeini,Perdita krombeini,FALSE
Perdita labergei,Perdita labergei,FALSE
Perdita labrata,Perdita labrata,FALSE
Perdita larreae,Perdita larreae,FALSE
Perdita lasiogastra,Perdita lasiogastra,FALSE
Perdita lateralis,Perdita lateralis,FALSE
Perdita laticincta,Perdita laticincta,FALSE
Perdita layiae,Perdita layiae,FALSE
Perdita lenis,Perdita lenis,FALSE
Perdita lepachidis,Perdita lepachidis,FALSE
Perdita lepidosparti,Perdita lepidosparti,FALSE
Perdita leucogastra,Perdita leucogastra,FALSE
Perdita leucosticta,Perdita leucosticta,FALSE
Perdita leucostoma,Perdita leucostoma,FALSE
Perdita lingualis,Perdita lingualis,FALSE
Perdita linsleyi,Perdita linsleyi,FALSE
Perdita lompocensis,Perdita lompocensis,FALSE
Perdita lucens,Perdita lucens,FALSE
Perdita luciae,Perdita luciae,FALSE
Perdita luculenta,Perdita luculenta,FALSE
Perdita lunulata,Perdita lunulata,FALSE
Perdita luteiceps,Perdita luteiceps,FALSE
Perdita luteola,Perdita luteola,FALSE
Perdita lycii,Perdita lycii,FALSE
Perdita macrostoma,Perdita macrostoma,FALSE
Perdita macswaini,Perdita macswaini,FALSE
Perdita maculigera,Perdita maculigera,FALSE
Perdita maculipes,Perdita maculipes,FALSE
Perdita maculosa,Perdita maculosa,FALSE
Perdita malacothricis,Perdita malacothricis,FALSE
Perdita mandibularis,Perdita mandibularis,FALSE
Perdita marcialis,Perdita marcialis,FALSE
Perdita martini,Perdita martini,FALSE
Perdita meconis,Perdita meconis,FALSE
Perdita media,Perdita media,FALSE
Perdita medialis,Perdita medialis,FALSE
Perdita melanochlora,Perdita melanochlora,FALSE
Perdita melanostoma,Perdita melanostoma,FALSE
Perdita mentzeliae,Perdita mentzeliae,FALSE
Perdita mentzeliarum,Perdita mentzeliarum,FALSE
Perdita mesillensis,Perdita mesillensis,FALSE
Perdita michelbacheri,Perdita michelbacheri,FALSE
Perdita micheneri,Perdita micheneri,FALSE
Perdita mimosae,Perdita mimosae,FALSE
Perdita mimula,Perdita mimula,FALSE
Perdita minima,Perdita minima,FALSE
Perdita missionis,Perdita missionis,FALSE
Perdita mitchelli,Perdita mitchelli,FALSE
Perdita moabensis,Perdita moabensis,FALSE
Perdita mohavensis,Perdita mohavensis,FALSE
Perdita moldenkei,Perdita moldenkei,FALSE
Perdita montereyensis,Perdita montereyensis,FALSE
Perdita mormonica,Perdita mormonica,FALSE
Perdita morula,Perdita morula,FALSE
Perdita mucronata,Perdita mucronata,FALSE
Perdita multiflorae,Perdita multiflorae,FALSE
Perdita munda,Perdita munda,FALSE
Perdita munita,Perdita munita,FALSE
Perdita namatophila,Perdita namatophila,FALSE
Perdita nanula,Perdita nanula,FALSE
Perdita nasuta,Perdita nasuta,FALSE
Perdita navarretiae,Perdita navarretiae,FALSE
Perdita nebrascensis,Perdita nebrascensis,FALSE
Perdita neffi,Perdita neffi,FALSE
Perdita nevadensis,Perdita nevadensis,FALSE
Perdita nevadiana,Perdita nevadiana,FALSE
Perdita nigridia,Perdita nigridia,FALSE
Perdita nigrocaerulea,Perdita nigrocaerulea,FALSE
Perdita nigroclypeata,Perdita nigroclypeata,FALSE
Perdita nigroviridis,Perdita nigroviridis,FALSE
Perdita nitens,Perdita nitens,FALSE
Perdita novaeangliae,Perdita novaeangliae,FALSE
Perdita nubila,Perdita nubila,FALSE
Perdita nuda,Perdita nuda,FALSE
Perdita numerata,Perdita numerata,FALSE
Perdita obliqua,Perdita obliqua,FALSE
Perdita obscurata,Perdita obscurata,FALSE
Perdita obscurella,Perdita obscurella,FALSE
Perdita obtusa,Perdita obtusa,FALSE
Perdita occidua,Perdita occidua,FALSE
Perdita occlusa,Perdita occlusa,FALSE
Perdita octomaculata,Perdita octomaculata,FALSE
Perdita omani,Perdita omani,FALSE
Perdita optiva,Perdita optiva,FALSE
Perdita ordinata,Perdita ordinata,FALSE
Perdita oregonensis,Perdita oregonensis,FALSE
Perdita oreophila,Perdita oreophila,FALSE
Perdita ovaliceps,Perdita ovaliceps,FALSE
Perdita pallida,Perdita pallida,FALSE
Perdita pallidipes,Perdita pallidipes,FALSE
Perdita pallidiventris,Perdita pallidiventris,FALSE
Perdita panocheana,Perdita panocheana,FALSE
Perdita paroselae,Perdita paroselae,FALSE
Perdita parryellae,Perdita parryellae,FALSE
Perdita pectidis,Perdita pectidis,FALSE
Perdita pectoralis,Perdita pectoralis,FALSE
Perdita peculiaris,Perdita peculiaris,FALSE
Perdita pedernalensis,Perdita pedernalensis,FALSE
Perdita pelargoides,Perdita pelargoides,FALSE
Perdita percincta,Perdita percincta,FALSE
Perdita perlucens,Perdita perlucens,FALSE
Perdita perpallida,Perdita perpallida,FALSE
Perdita perplexa,Perdita perplexa,FALSE
Perdita perpulchra,Perdita perpulchra,FALSE
Perdita phymatae,Perdita phymatae,FALSE
Perdita physalidis,Perdita physalidis,FALSE
Perdita picturata,Perdita picturata,FALSE
Perdita pilonotata,Perdita pilonotata,FALSE
Perdita planifrons,Perdita planifrons,FALSE
Perdita plucheae,Perdita plucheae,FALSE
Perdita polita,Perdita polita,FALSE
Perdita politissima,Perdita politissima,FALSE
Perdita polycarpae,Perdita polycarpae,FALSE
Perdita polygonellae,Perdita polygonellae,FALSE
Perdita polytropica,Perdita polytropica,FALSE
Perdita pratti,Perdita pratti,FALSE
Perdita prionopsidis,Perdita prionopsidis,FALSE
Perdita propinqua,Perdita propinqua,FALSE
Perdita prosopidis,Perdita prosopidis,FALSE
Perdita proxima,Perdita proxima,FALSE
Perdita pulliventris,Perdita pulliventris,FALSE
Perdita punctifera,Perdita punctifera,FALSE
Perdita punctifrons,Perdita punctifrons,FALSE
Perdita punctosignata,Perdita punctosignata,FALSE
Perdita punctulata,Perdita punctulata,FALSE
Perdita purpurascens,Perdita purpurascens,FALSE
Perdita pusilla,Perdita pusilla,FALSE
Perdita pusillissima,Perdita pusillissima,FALSE
Perdita pygidialis,Perdita pygidialis,FALSE
Perdita pyrifera,Perdita pyrifera,FALSE
Perdita quadraticeps,Perdita quadraticeps,FALSE
Perdita quadrisignata,Perdita quadrisignata,FALSE
Perdita rectangulata,Perdita rectangulata,FALSE
Perdita rehni,Perdita rehni,FALSE
Perdita repens,Perdita repens,FALSE
Perdita reperta,Perdita reperta,FALSE
Perdita retusa,Perdita retusa,FALSE
Perdita rhodogastra,Perdita rhodogastra,FALSE
Perdita rhodura,Perdita rhodura,FALSE
Perdita rhois,Perdita rhois,FALSE
Perdita rhondae,Perdita rhondae,FALSE
Perdita rivalis,Perdita rivalis,FALSE
Perdita robustula,Perdita robustula,FALSE
Perdita rozeni,Perdita rozeni,FALSE
Perdita salicis,Perdita salicis,FALSE
Perdita salviae,Perdita salviae,FALSE
Perdita schlingeri,Perdita schlingeri,FALSE
Perdita scitula,Perdita scitula,FALSE
Perdita scopata,Perdita scopata,FALSE
Perdita scotti,Perdita scotti,FALSE
Perdita scutellaris,Perdita scutellaris,FALSE
Perdita sejuncta,Perdita sejuncta,FALSE
Perdita semicaerulea,Perdita semicaerulea,FALSE
Perdita semicrocea,Perdita semicrocea,FALSE
Perdita semilutea,Perdita semilutea,FALSE
Perdita sexfasciata,Perdita sexfasciata,FALSE
Perdita sexmaculata,Perdita sexmaculata,FALSE
Perdita sexnotata,Perdita sexnotata,FALSE
Perdita shinnersi,Perdita shinnersi,FALSE
Perdita sidae,Perdita sidae,FALSE
Perdita similis,Perdita similis,FALSE
Perdita snellingi,Perdita snellingi,FALSE
Perdita snowii,Perdita snowii,FALSE
Perdita socia,Perdita socia,FALSE
Perdita sonorensis,Perdita sonorensis,FALSE
Perdita speciosa,Perdita speciosa,FALSE
Perdita sphaeralceae,Perdita sphaeralceae,FALSE
Perdita stathamae,Perdita stathamae,FALSE
Perdita stenopyga,Perdita stenopyga,FALSE
Perdita stephanomeriae,Perdita stephanomeriae,FALSE
Perdita stepheni,Perdita stepheni,FALSE
Perdita sternalis,Perdita sternalis,FALSE
Perdita stottleri,Perdita stottleri,FALSE
Perdita suavis,Perdita suavis,FALSE
Perdita subfasciata,Perdita subfasciata,FALSE
Perdita subvestita,Perdita subvestita,FALSE
Perdita sulphuripes,Perdita sulphuripes,FALSE
Perdita swenki,Perdita swenki,FALSE
Perdita swezeyi,Perdita swezeyi,FALSE
Perdita taeniata,Perdita taeniata,FALSE
Perdita tarda,Perdita tarda,FALSE
Perdita tenebrosa,Perdita tenebrosa,FALSE
Perdita tessellata,Perdita tessellata,FALSE
Perdita thelypodii,Perdita thelypodii,FALSE
Perdita thermophila,Perdita thermophila,FALSE
Perdita timberlakei,Perdita timberlakei,FALSE
Perdita titania,Perdita titania,FALSE
Perdita torchioi,Perdita torchioi,FALSE
Perdita tortifoliae,Perdita tortifoliae,FALSE
Perdita townesi,Perdita townesi,FALSE
Perdita townsendi,Perdita townsendi,FALSE
Perdita translineata,Perdita translineata,FALSE
Perdita triangulifera,Perdita triangulifera,FALSE
Perdita tricincta,Perdita tricincta,FALSE
Perdita tridentata,Perdita tridentata,FALSE
Perdita trifasciata,Perdita trifasciata,FALSE
Perdita trifida,Perdita trifida,FALSE
Perdita trimaculata,Perdita trimaculata,FALSE
Perdita trinotata,Perdita trinotata,FALSE
Perdita trisignata,Perdita trisignata,FALSE
Perdita truncatella,Perdita truncatella,FALSE
Perdita tularensis,Perdita tularensis,FALSE
Perdita turgiceps,Perdita turgiceps,FALSE
Perdita utahensis,Perdita utahensis,FALSE
Perdita ute,Perdita ute,FALSE
Perdita vandykei,Perdita vandykei,FALSE
Perdita variegata,Perdita variegata,FALSE
Perdita varleyi,Perdita varleyi,FALSE
Perdita verbesinae,Perdita verbesinae,FALSE
Perdita vesca,Perdita vesca,FALSE
Perdita vespertina,Perdita vespertina,FALSE
Perdita vestita,Perdita vestita,FALSE
Perdita vicina,Perdita vicina,FALSE
Perdita vittata,Perdita vittata,FALSE
Perdita wasbaueri,Perdita wasbaueri,FALSE
Perdita willcoxiana,Perdita willcoxiana,FALSE
Perdita wilmattae,Perdita wilmattae,FALSE
Perdita wislizeniae,Perdita wislizeniae,FALSE
Perdita wootonae,Perdita wootonae,FALSE
Perdita wyomingensis,Perdita wyomingensis,FALSE
Perdita xanthismae,Perdita xanthismae,FALSE
Perdita xanthochroa,Perdita xanthochroa,FALSE
Perdita xanthodes,Perdita xanthodes,FALSE
Perdita xanthops,Perdita xanthops,FALSE
Perdita xanthoxyli,Perdita xanthoxyli,FALSE
Perdita xerophila,Perdita xerophila,FALSE
Perdita yanegai,Perdita yanegai,FALSE
Perdita yosemitensis,Perdita yosemitensis,FALSE
Perdita zebrata,Perdita zebrata,FALSE
Perdita zonalis,Perdita zonalis,FALSE
Plebeia emerina,Plebeia emerina,FALSE
Protandrena abdominalis,Protandrena abdominalis,FALSE
Protandrena amplipennis,Protandrena amplipennis,FALSE
Protandrena bancrofti,Protandrena bancrofti,FALSE
Protandrena bicolor,Protandrena bicolor,FALSE
Protandrena cockerelli,Protandrena cockerelli,FALSE
Protandrena euphorbiae,Protandrena euphorbiae,FALSE
Protandrena heteromorpha,Protandrena heteromorpha,FALSE
Protandrena hurdi,Protandrena hurdi,FALSE
Protandrena kansensis,Protandrena kansensis,FALSE
Protandrena leucopus,Protandrena leucopus,FALSE
Protandrena mexicanorum,Protandrena mexicanorum,FALSE
Protandrena pectidis,Protandrena pectidis,FALSE
Protandrena sorocula,Protandrena sorocula,FALSE
Protandrena sphaeralceae,Protandrena sphaeralceae,FALSE
Protandrena swenki,Protandrena swenki,FALSE
Protandrena texana,Protandrena texana,FALSE
Protandrena tidestromiae,Protandrena tidestromiae,FALSE
Protandrena trifoliata,Protandrena trifoliata,FALSE
Protandrena verbesinae,Protandrena verbesinae,FALSE
Protodufourea eickworti,Protodufourea eickworti,FALSE
Protodufourea koso,Protodufourea koso,FALSE
Protodufourea parca,Protodufourea parca,FALSE
Protodufourea wasbaueri,Protodufourea wasbaueri,FALSE
Protodufourea zavortinki,Protodufourea zavortinki,FALSE
Protosmia rubifloris,Protosmia rubifloris,FALSE
Protoxaea gloriosa,Protoxaea gloriosa,FALSE
Pseudaugochlora graminea,Pseudaugochlora graminea,FALSE
Pseudoanthidium nanum,Pseudoanthidium nanum,FALSE
Pseudopanurgus aestivalis,Pseudopanurgus aestivalis,FALSE
Pseudopanurgus aethiops,Pseudopanurgus aethiops,FALSE
Pseudopanurgus albitarsis,Pseudopanurgus albitarsis,FALSE
Pseudopanurgus andrenoides,Pseudopanurgus andrenoides,FALSE
Pseudopanurgus arizonicus,Pseudopanurgus arizonicus,FALSE
Pseudopanurgus atricornis,Pseudopanurgus atricornis,FALSE
Pseudopanurgus bakeri,Pseudopanurgus bakeri,FALSE
Pseudopanurgus barberi,Pseudopanurgus barberi,FALSE
Pseudopanurgus boylei,Pseudopanurgus boylei,FALSE
Pseudopanurgus californicus,Pseudopanurgus californicus,FALSE
Pseudopanurgus cazieri,Pseudopanurgus cazieri,FALSE
Pseudopanurgus citripes,Pseudopanurgus citripes,FALSE
Pseudopanurgus compositarum,Pseudopanurgus compositarum,FALSE
Pseudopanurgus dicksoni,Pseudopanurgus dicksoni,FALSE
Pseudopanurgus didirupa,Pseudopanurgus didirupa,FALSE
Pseudopanurgus durangoensis,Pseudopanurgus durangoensis,FALSE
Pseudopanurgus euphorbiae,Pseudopanurgus euphorbiae,FALSE
Pseudopanurgus flavotinctus,Pseudopanurgus flavotinctus,FALSE
Pseudopanurgus fraterculus,Pseudopanurgus fraterculus,FALSE
Pseudopanurgus helianthi,Pseudopanurgus helianthi,FALSE
Pseudopanurgus illinoiensis,Pseudopanurgus illinoiensis,FALSE
Pseudopanurgus illustris,Pseudopanurgus illustris,FALSE
Pseudopanurgus irregularis,Pseudopanurgus irregularis,FALSE
Pseudopanurgus labrosiformis,Pseudopanurgus labrosiformis,FALSE
Pseudopanurgus labrosus,Pseudopanurgus labrosus,FALSE
Pseudopanurgus leucopterus,Pseudopanurgus leucopterus,FALSE
Pseudopanurgus nanulus,Pseudopanurgus nanulus,FALSE
Pseudopanurgus neomexicanus,Pseudopanurgus neomexicanus,FALSE
Pseudopanurgus occiduus,Pseudopanurgus occiduus,FALSE
