scientificName,med_lat,med_long,n_chesshire,area_m2,area_ha,spherical_geometry,mean_doy,med_doy,quant10,quant90,flight_season
Lasioglossum callidum,38.947,-76.8885,920,3222141427848.713,322214142.7848713,TRUE,190.12045454545452,191,117.9,264,146.1
Lasioglossum carlinvillense,39.28,-89.8,3,1142777421.9911575,114277.74219911576,TRUE,175.66666666666666,176,175.2,176,0.8000000000000114
Lasioglossum cattellae,39.466,-77.726,87,1032041970156.0524,103204197.01560524,TRUE,158.11267605633802,166,102,226,124
Lasioglossum ceanothi,35.586,-83.071,4,2410657963.049652,241065.79630496522,TRUE,166,170.5,134.9,193.5,58.599999999999994
Lasioglossum cephalotes,39.0535,-76.811,8,169247605175.1494,16924760.517514944,TRUE,190.14285714285714,236,103,260.4,157.39999999999998
Lasioglossum channelense,34.022,-119.877,47,12222789909.82605,1222278.9909826051,TRUE,151.74468085106383,136,86,263.20000000000005,177.20000000000005
Lasioglossum cinctipes,42.445499999999996,-76.4605,322,5923649235976.976,592364923.5976976,TRUE,170.75555555555556,184,113.39999999999999,217,103.60000000000001
Lasioglossum clematisellum,31.8,-109.268,260,2906063958335.3506,290606395.8335351,TRUE,189.26209677419354,202.5,112.7,241.3,128.60000000000002
Lasioglossum coactum,30.595,-97.743,207,912031659520.7493,91203165.95207493,TRUE,167.66836734693877,165,102,240.5,138.5
Lasioglossum coeruleum,40.5035,-76.543,448,2359566858703.4917,235956685.87034917,TRUE,142.7,120.5,97,218.4000000000001,121.40000000000009
Lasioglossum colatum,41.73,-111.83,62,1346120258394.6562,134612025.83946562,TRUE,188.625,183,156,233,77
Lasioglossum comagenense,48.77,-122.478,25,6818348291543.219,681834829.1543219,TRUE,164.1875,169,109,221.5,112.5
Lasioglossum comulum,31.332,-109.257,569,1667158220129.9214,166715822.01299214,TRUE,164.68500948766606,137,92,244,152
Lasioglossum connexum,30.667,-97.878,39,340998726255.486,34099872.6255486,TRUE,207.52,193,127,293.20000000000005,166.20000000000005
Lasioglossum cooleyi,42.235,-110.80850000000001,70,2143006264543.8162,214300626.45438161,TRUE,175.09615384615384,184.5,131.1,221.49999999999997,90.39999999999998
Lasioglossum cordleyi,44.57,-123.28,11,1029638726351.1284,102963872.63511285,TRUE,154.0909090909091,157,145,204,59
Lasioglossum coreopsis,38.912,-76.772,567,3758364962188.148,375836496.2188148,TRUE,196.79807692307693,201,124.9,265.1,140.20000000000002
Lasioglossum coriaceum,41.491,-77.595,1697,5449145484728.313,544914548.4728314,TRUE,189.85921625544262,178,129,263,134
Lasioglossum crassiceps,33.311,-106.8065,2,2012519749.2753754,201251.97492753755,TRUE,NA,NA,NA,NA,NA
Lasioglossum creberrimum,32.191,-81.096,118,1498910261070.642,149891026.10706422,TRUE,168.64545454545456,156,92.9,256.40000000000003,163.50000000000003
Lasioglossum cressonii,41.4375,-76.673,2120,6707166857646.55,670716685.764655,TRUE,175.8212589073634,172,116,246,130
Lasioglossum curculum,38.917,-78.817,1,1030026767.4548721,103002.67674548722,TRUE,178,178,178,178,0
Lasioglossum cyaneonotus,38.897,-120.268,41,33198062262.11972,3319806.226211972,TRUE,172,174.5,148.8,198.5,49.69999999999999
Lasioglossum cyanurum,40.9075,-122.55799999999999,2,490315376.12291336,49031.53761229134,TRUE,150.5,150.5,144.5,156.5,12
Lasioglossum daggetti,33.647,-116.377,2,3076991061.7696,307699.10617696,TRUE,178,178,166.8,189.2,22.399999999999977
Lasioglossum danforthi,31.676499999999997,-102.76599999999999,2,1477844566.0180798,147784.456601808,TRUE,178.5,178.5,167.7,189.3,21.600000000000023
Lasioglossum dashwoodi,50.64,-120.51,3,3729791788.2277527,372979.1788227753,TRUE,218.33333333333334,220,214.4,221.60000000000002,7.200000000000017
Lasioglossum dasiphorae,35.604,-105.292,1,9087199193.914482,908719.9193914483,TRUE,NA,NA,NA,NA,NA
Lasioglossum desertum,34.099000000000004,-109.265,196,2584731924745.913,258473192.4745913,TRUE,181.0194805194805,173.5,133.60000000000002,236,102.39999999999998
Lasioglossum diatretum,40.087999999999994,-107.32,6,706034199872.2559,70603419.98722559,TRUE,175.66666666666666,178,129.2,221.2,92
Lasioglossum disparile,30.667,-96.317,60,2621577278211.146,262157727.8211146,TRUE,164.3404255319149,164,102.20000000000002,218,115.79999999999998
Lasioglossum diversopunctatum,38.345,-121.429,103,650509771384.3328,65050977.13843328,TRUE,188.00980392156862,190,125,254.30000000000004,129.30000000000004
Lasioglossum dreisbachi,43.719,-78.01400000000001,16,324582878918.048,32458287.8918048,TRUE,166.5,155.5,140.4,210.29999999999998,69.89999999999998
Lasioglossum droegei,29.147,-103.188,11,26958455094.5401,2695845.50945401,TRUE,123.5,121,98.7,160,61.3
Lasioglossum dubitatum,42.542,-76.299,1,7943888535.191345,794388.8535191346,TRUE,NA,NA,NA,NA,NA
Lasioglossum ebmerellum,41.882999999999996,-110.765,58,1074743940875.1653,107474394.08751653,TRUE,188.38636363636363,181.5,154.3,229.10000000000002,74.80000000000001
Lasioglossum egregium,37.642,-111.731,301,2533120341246.832,253312034.1246832,TRUE,178.68774703557312,177,122.2,238,115.8
Lasioglossum ellisiae,42.189499999999995,-77.08,82,2993453814637.69,299345381.463769,TRUE,223.84615384615387,220,169.39999999999998,285,115.60000000000002
Lasioglossum eophilus,33.647,-109.231,17,476265700775.8296,47626570.07758296,TRUE,231.75,216,203.4,285.3,81.9
Lasioglossum ephialtum,41.434,-76.671,490,4918642781264.996,491864278.12649965,TRUE,185.82162162162163,184,120,260,140
Lasioglossum fattigi,39.248,-79.5005,32,883826241466.1973,88382624.14661974,TRUE,177.55172413793105,190,130.8,228.2,97.39999999999998
Lasioglossum fedorense,42.03,-90.082,12,372469233461.73535,37246923.34617354,TRUE,140,140,140,140,0
Lasioglossum flaveriae,26.442,-80.799,5,29089886828.607483,2908988.6828607484,TRUE,179,156,118.79999999999998,253.2,134.4
Lasioglossum floridanum,39.029,-81.407,186,2848009054759.139,284800905.47591394,TRUE,173.9470588235294,172,106,245.1,139.1
Lasioglossum forbesii,39.517,-87.52449999999999,142,4962569779018.937,496256977.9018937,TRUE,162.31451612903226,158.5,107,239.4,132.4
Lasioglossum foveolatum,42.603,-83.912,27,855436733336.7595,85543673.33367595,TRUE,175.95652173913044,178,144.2,207.8,63.60000000000002
Lasioglossum foxii,41.804,-76.484,395,5511631656517.95,551163165.651795,TRUE,156.57386363636363,150,111,203,92
Lasioglossum fuscipenne,38.9715,-77.06,656,2783374087901.792,278337408.7901792,TRUE,208.06608695652173,188,110,308,198
Lasioglossum georgeickworti,40.866,-72.84649999999999,36,295252614203.303,29525261.4203303,TRUE,185.9047619047619,200,115,243,128
Lasioglossum giffardi,37.2,-112.988,5,69503575889.89832,6950357.5889898315,TRUE,157,157,157,157,0
Lasioglossum glabriventre,49.177,-119.633,15,1022432649342.1234,102243264.93421234,TRUE,186.07692307692307,193,148,216,68
Lasioglossum gotham,39.051,-76.708,253,1193235798645.039,119323579.8645039,TRUE,119.53508771929825,104,89,179,90
Lasioglossum grinnelli,37.2,-112.988,3,15704437553.1988,1570443.75531988,TRUE,154.33333333333334,157,150.6,157,6.400000000000006
Lasioglossum halophitus,38.744,-76.38,67,1135138502539.5825,113513850.25395826,TRUE,196.02985074626864,167,126,300,174
Lasioglossum hammondi,34.023,-119.877,19,29923429387.186768,2992342.938718677,TRUE,186.10526315789474,173,114,266.4,152.39999999999998
Lasioglossum hartii,37.853,-89.783,17,1362411183229.314,136241118.3229314,TRUE,181,172,156.39999999999998,213.79999999999998,57.400000000000006
Lasioglossum hemimelas,42.351,-90.531,6,728037904252.1198,72803790.42521198,TRUE,199,209,184.2,209.8,25.600000000000023
Lasioglossum heterognathus,41.408500000000004,-78.132,170,1699946821174.0222,169994682.11740223,TRUE,184.23762376237624,182,124,247,123
Lasioglossum heterorhinus,37.3225,-111.5955,64,2142241126557.5767,214224112.65575767,TRUE,170.11111111111111,160,124.2,235,110.8
Lasioglossum hitchensi,39.033,-76.953,1607,3428429009306.712,342842900.9306712,TRUE,193.15549597855227,197,113.1,266,152.9
Lasioglossum hudsoniellum,37.015,-109.21,663,4752133506826.179,475213350.6826179,TRUE,174.9691056910569,170,117,237,120
Lasioglossum hunteri,38.58,-110.699,39,1985357200279.5317,198535720.02795318,TRUE,180.06060606060606,175,137.2,230.60000000000002,93.40000000000003
Lasioglossum hyalinum,37.461,-113.25,254,1263468715757.5212,126346871.57575212,TRUE,137.63043478260866,138,77,195.49999999999997,118.49999999999997
Lasioglossum illinoense,39,-77.074,725,3670990233316.911,367099023.33169115,TRUE,195.02262443438912,199,125,252.80000000000007,127.80000000000007
Lasioglossum imbrex,32.74,-117.061,9,277910841.4178715,27791.08414178715,TRUE,NA,NA,NA,NA,NA
Lasioglossum imitatum,39.183,-77.0805,1574,8261060298767.631,826106029.8767631,TRUE,188.70443349753694,194.5,110,263,153
Lasioglossum impavidum,31.335,-109.263,211,800314727489.8763,80031472.74898764,TRUE,168.52912621359224,167,90,255,165
Lasioglossum incompletum,38.387,-121.429,1093,3049464033952.3223,304946403.39523226,TRUE,176.00382409177823,174,122,231,109
Lasioglossum inconditum,43.92,-106.988,133,12067961288799.357,1206796128.8799357,TRUE,171.42528735632183,176,130,212.4,82.4
Lasioglossum insolitum,42.164,-92.026,1,1057107824.7229786,105710.78247229787,TRUE,174,174,174,174,0
Lasioglossum izawsum,42.568,-72.519,1,5577568919.005344,557756.8919005345,TRUE,282,282,282,282,0
Lasioglossum jubatum,25.178,-100.613,47,1516950122819.497,151695012.28194973,TRUE,167.8,153,67,275.80000000000007,208.80000000000007
Lasioglossum katherineae,42.5595,-72.5335,62,1881129458781.5342,188112945.8781534,TRUE,233.15384615384616,260,137.20000000000002,289.2,151.99999999999997
Lasioglossum kincaidii,36.757000000000005,-119.877,60,1036221458460.1094,103622145.84601094,TRUE,178.71428571428572,174,94.80000000000001,255.60000000000002,160.8
Lasioglossum knereri,48.462,-119.952,42,1483994457195.0642,148399445.71950644,TRUE,193.21875,199.5,153.1,221.8,68.70000000000002
Lasioglossum kunzei,33.4585,-114.73,74,984917522839.1636,98491752.28391637,TRUE,181.1549295774648,164,93,285,192
Lasioglossum laevissimum,41.6275,-80.595,436,7703324614679.342,770332461.4679343,TRUE,175.75535168195717,177,106.20000000000002,250.40000000000003,144.20000000000002
Lasioglossum lampronotum_homonym,37.285,-111.752,27,563377723874.715,56337772.3874715,TRUE,161.66666666666666,156,119,215,96
Lasioglossum lazulis,41.041,-105.564,22,739815954.9199829,73981.59549199829,TRUE,189.54545454545453,194.5,153.2,217.8,64.60000000000002
Lasioglossum lectum,38.477,-85.707,1,2558918532.341007,255891.85323410074,TRUE,NA,NA,NA,NA,NA
Lasioglossum lepidii,25.523,-80.18350000000001,20,40764057356.651306,4076405.735665131,TRUE,162,124,88.6,279.2,190.6
Lasioglossum leucocomus,42.569,-74.387,723,2788456792470.2563,278845679.24702567,TRUE,178.55405405405403,179.5,126,238,112
Lasioglossum leviense,30.235,-84.74449999999999,8,145518127862.698,14551812.7862698,TRUE,132.66666666666666,121,97,172.99999999999997,75.99999999999997
Lasioglossum lineatulum,42.605999999999995,-77.613,580,4288475789102.168,428847578.9102168,TRUE,181.04843304843308,186,130,246,116
Lasioglossum lionotus,40.2,-76.7815,54,2239831863698.342,223983186.36983418,TRUE,221.5,225.5,175,266.4,91.39999999999998
Lasioglossum longicorne,38.081,-122.864,19,647185064412.6858,64718506.441268586,TRUE,191.76470588235293,202,101.8,273.8,172
Lasioglossum longifrons,30.596,-80.578,26,314459602784.8777,31445960.27848777,TRUE,177.1153846153846,175,83,271.5,188.5
Lasioglossum lusorium,38.753,-110.0215,252,4352766789555.3076,435276678.95553076,TRUE,164.71428571428572,156,127,217.8,90.80000000000001
Lasioglossum lustrans,38.206,-82.101,135,3483486739506.223,348348673.9506223,TRUE,188.91379310344828,188,130,253.5,123.5
Lasioglossum macoupinense,43.337999999999994,-81.07650000000001,162,2174412949447.967,217441294.9447967,TRUE,170.66923076923075,169.5,146.79999999999998,210.10000000000002,63.30000000000004
Lasioglossum macroprosopum,37.2,-112.988,22,1546882736854.5803,154688273.68545803,TRUE,188.28571428571428,174,146,221,75
Lasioglossum mactum,40.255,-105.616,1,1325817158.964489,132581.7158964489,TRUE,NA,NA,NA,NA,NA
Lasioglossum manitouellum,31.888,-109.206,29,1395554930966.3208,139555493.0966321,TRUE,160.6,150,89.80000000000001,246.39999999999998,156.59999999999997
Lasioglossum marinense,48.66,-114.3,72,935115776552.3152,93511577.65523152,TRUE,184.5,186.5,158.7,211.8,53.10000000000002
Lasioglossum marinum,38.272,-76.375,261,993096195308.4502,99309619.53084503,TRUE,187.62666666666667,183,113,263.2,150.2
Lasioglossum megastictus,38.3515,-121.561,14,90691879117.55933,9069187.911755932,TRUE,170.30769230769232,161,117.80000000000001,211.6,93.79999999999998
Lasioglossum mellipes,37.977000000000004,-120.652,138,1632955554173.5623,163295555.41735622,TRUE,153.55737704918033,154,90,203.40000000000003,113.40000000000003
Lasioglossum merosum,35.667,-105.964,1,791661555.3794098,79166.15553794098,TRUE,NA,NA,NA,NA,NA
Lasioglossum mesillense,32.0805,-109.268,238,1466464772224.2646,146646477.22242647,TRUE,181.4070796460177,199,93,251,158
Lasioglossum michiganense,42.6,-81.31,25,1416844009776.937,141684400.9776937,TRUE,194.68421052631578,204,130.4,286.4,155.99999999999997
Lasioglossum microlepoides,31.334,-109.263,1015,1831937093631.6223,183193709.36316225,TRUE,179.54324894514767,189,96,256.8000000000004,160.8000000000004
Lasioglossum miguelense,35.45,-118.766,1,5941788353.713364,594178.8353713364,TRUE,NA,NA,NA,NA,NA
Lasioglossum miniatulum,28.604,-81.194,59,18050518608.65689,1805051.860865689,TRUE,231.05263157894734,242,129.8,313.4,183.59999999999997
Lasioglossum molle,38.946,-105.289,1,2774318165.265911,277431.81652659114,TRUE,NA,NA,NA,NA,NA
Lasioglossum morrilli,31.511499999999998,-106.6325,104,1864415127201.0986,186441512.72010988,TRUE,150.86764705882354,144.5,79,229.70000000000007,150.70000000000007
Lasioglossum nelumbonis,39.027,-76.8005,284,3819541067208.843,381954106.7208843,TRUE,181.30212765957447,187,117.2,253.6,136.39999999999998
Lasioglossum nevadense,37.28,-119.765,219,1667417892037.4297,166741789.20374298,TRUE,174.09944751381215,180,88,251,163
Lasioglossum nigrescens,34.148,-117.092,41,412946604197.1249,41294660.41971249,TRUE,139.625,153.5,79.5,173,93.5
Lasioglossum nigroviride,42.957,-78.817,279,6273869388354.912,627386938.8354913,TRUE,176.25654450261783,182,121,226,105
Lasioglossum nigrum,43.854,-104.647,25,3209808366639.913,320980836.66399133,TRUE,189,192,137.9,227.5,89.6
Lasioglossum noctivaga,36.0865,-109.156,48,414364850237.25183,41436485.02372518,TRUE,201.7391304347826,205.5,148.5,260,111.5
Lasioglossum novascotiae,45.747,-96.312,25,1351201426865.4,135120142.68654,TRUE,182.45,172.5,154.8,218.3,63.5
Lasioglossum nymphale,28.609,-81.207,677,4466888595625.698,446688859.56256986,TRUE,188.80966767371604,182,93,288.79999999999995,195.79999999999995
Lasioglossum oblongum,39.05,-76.408,691,2399162068904.3506,239916206.89043507,TRUE,175.84991273996508,183,106.2,230.80000000000007,124.60000000000007
Lasioglossum obnubilum,40.248,-111.279,18,792297619966.6829,79229761.9966683,TRUE,190.0909090909091,191,168,222,54
Lasioglossum obscurum,40.658,-78.183,157,1511631354843.061,151163135.4843061,TRUE,184.64646464646464,189,119.4,250,130.6
Lasioglossum occidentale,41.87,-105.46000000000001,166,3237559667791.372,323755966.7791372,TRUE,191.82394366197184,195,127,255.00000000000006,128.00000000000006
Lasioglossum occultum,48.467,-121.052,5,1221556595.1887207,122155.65951887208,TRUE,227.8,229,211,243.2,32.19999999999999
Lasioglossum oceanicum,41.359,-75.769,641,3424705408123.289,342470540.81232893,TRUE,185.42755344418052,188,127,249,122
Lasioglossum oenotherae,41.1185,-74.1465,54,1070256724657.5854,107025672.46575855,TRUE,189.95652173913044,186,161.60000000000002,230.8,69.19999999999999
Lasioglossum olympiae,38.746,-121.934,81,794299782323.9854,79429978.23239854,TRUE,138.92857142857142,152,87.9,175.1,87.19999999999999
Lasioglossum orthocarpi,46.03,-111.92500000000001,8,384395851214.4904,38439585.121449046,TRUE,204.625,199,161.8,261.1,99.30000000000001
Lasioglossum ovaliceps,38.659,-118.932,93,1948225122153.8374,194822512.21538374,TRUE,163.07692307692307,153,116.2,226.40000000000003,110.20000000000003
Lasioglossum pacatum,48.462,-114.294,23,2822632414029.962,282263241.4029962,TRUE,199.72727272727272,203,146.79999999999998,238.3,91.50000000000003
Lasioglossum pacificum,37.872,-122.2315,86,1174347308078.9832,117434730.80789833,TRUE,137.96103896103895,136,63.00000000000001,221.4,158.4
Lasioglossum packeri,43.7575,-102.283,262,792240196981.3065,79224019.69813065,TRUE,198.0316205533597,195,145,262.8,117.80000000000001
Lasioglossum pallidellum,36.297,-114.815,68,2324141851547.117,232414185.15471172,TRUE,185.26666666666668,197.5,108.6,269,160.4
Lasioglossum paradmirandum,42.649,-77.833,163,1984940829402.0503,198494082.94020504,TRUE,186.7603305785124,197,129,236,107
Lasioglossum paraforbesii,43.751,-98.44749999999999,272,3730536113948.97,373053611.39489704,TRUE,167.41129032258067,157.5,125,223.3,98.30000000000001
Lasioglossum paululum,40.859,-102.801,1,2508206473.9841423,250820.64739841424,TRUE,222,222,222,222,0
Lasioglossum pavoninum,40.072,-110.446,7,189027963471.11258,18902796.34711126,TRUE,236.33333333333334,249,206.6,261,54.400000000000006
Lasioglossum pavonotum,37.7595,-122.427,122,299337270049.04346,29933727.00490435,TRUE,148.95238095238096,139,79.4,224.20000000000005,144.80000000000004
Lasioglossum pecosense,35.707,-105.684,1,1891063614.8827896,189106.36148827898,TRUE,NA,NA,NA,NA,NA
Lasioglossum pectinatum,39.67,-78.064,9,356888923877.88086,35688892.38778809,TRUE,211,220,162,251,89
Lasioglossum pectorale,39.698,-78.465,1425,5628834865021.079,562883486.502108,TRUE,181.5014005602241,181,125,246,121
Lasioglossum pectoraloides,31.333,-109.26,251,1747055475255.1855,174705547.52551857,TRUE,175.40883977900552,184,104,234,130
Lasioglossum pensitum,40.015,-105.2705,2,1447201024.1278172,144720.10241278174,TRUE,212,212,212,212,0
Lasioglossum peralpinum,40.255,-105.616,1,927585336.8672733,92758.53368672734,TRUE,NA,NA,NA,NA,NA
Lasioglossum peraltum,38.8125,-106.881,6,13993845543.986176,1399384.5543986177,TRUE,206.5,206.5,204.5,208.5,4
Lasioglossum perdifficile,39.739,-111.552,49,1848775865920.4849,184877586.5920485,TRUE,178.34146341463415,176,115,242,127
Lasioglossum perichlarus,34.031,-119.7775,42,799841152588.5604,79984115.25885604,TRUE,182.175,173,117.5,265.1,147.60000000000002
Lasioglossum perparvum,31.296,-109.334,79,835415322462.839,83541532.2462839,TRUE,201.21917808219177,228,104.4,245.8,141.4
Lasioglossum perpunctatum,42.778,-83.912,214,3727588904764.3545,372758890.4764355,TRUE,167.32258064516128,161,126,225.50000000000003,99.50000000000003
Lasioglossum petrellum,34.6025,-115.59,56,1183936544601.1729,118393654.4601173,TRUE,160.3404255319149,153,110.2,213,102.8
Lasioglossum pictum,44.843500000000006,-93.2885,180,4736931383424.588,473693138.3424588,TRUE,176.88235294117646,175.5,124,228,104
Lasioglossum pilosum,39.0835,-76.686,2650,5409092451354.417,540909245.1354418,TRUE,195.37301927194864,198,129,256.5999999999999,127.59999999999991
Lasioglossum planatum,43.462,-70.979,222,6274731663697.844,627473166.3697844,TRUE,186.32019704433498,190,144.4,231,86.6
Lasioglossum platyparium,39.006,-76.941,268,2279566133044.7188,227956613.30447188,TRUE,205.50980392156862,230,104,292,188
Lasioglossum potosi,33.6,-103.784,31,457895405896.5347,45789540.58965348,TRUE,150.63333333333333,158.5,85,196.8,111.80000000000001
Lasioglossum prasinogaster,44.843,-110.765,99,2001447751838.1035,200144775.18381035,TRUE,199.23863636363637,200,156,250.79999999999995,94.79999999999995
Lasioglossum pruinosum,43.748,-102.209,808,5713954638954.393,571395463.8954393,TRUE,191.51724137931038,191,138,248.20000000000005,110.20000000000005
Lasioglossum pudicum,40.255,-105.616,1,3399282263.057663,339928.2263057663,TRUE,NA,NA,NA,NA,NA
Lasioglossum pulveris,38.995000000000005,-112.765,86,1554763871847.0132,155476387.18470132,TRUE,144.2405063291139,140,96.80000000000001,206.20000000000005,109.40000000000003
Lasioglossum punctatoventre,38.597,-117.092,157,1839637523894.71,183963752.389471,TRUE,162.81512605042016,164,103.8,215.2,111.39999999999999
Lasioglossum puteulanum,28.824,-81.2,228,788611939876.3496,78861193.98763497,TRUE,185.76818181818183,182,83,296,213
Lasioglossum quebecense,39.519,-76.801,803,9654799376344.64,965479937.6344641,TRUE,156.40163934426226,141,96,243.30000000000007,147.30000000000007
Lasioglossum raleighense,34.555,-80.235,12,33804334360.923645,3380433.4360923646,TRUE,120.66666666666667,116,83,151.8,68.80000000000001
Lasioglossum regis,39.848,-105.651,1,2013726454.1876183,201372.64541876182,TRUE,182,182,182,182,0
Lasioglossum reticulatum,28.604,-81.207,510,1366462007759.3584,136646200.77593586,TRUE,194.58787878787882,197,101,278,177
Lasioglossum robustum,35.845,-120.0375,4,40853401697.5802,4085340.1697580204,TRUE,187,187,187,187,0
Lasioglossum rohweri,39.15,-77.14850000000001,120,6252078603025.101,625207860.3025101,TRUE,182.32203389830508,183,128.5,240.3,111.80000000000001
Lasioglossum rozeni,39.064,-77.595,35,289842485786.6096,28984248.578660965,TRUE,170.96428571428572,168.5,102.4,240.8,138.4
Lasioglossum ruficorne,37.199,-116.377,5,151602333759.4455,15160233.375944551,TRUE,106.66666666666667,88,64,156.79999999999998,92.79999999999998
Lasioglossum ruidosense,41.865,-110.765,279,6398920212687.237,639892021.2687237,TRUE,189.90322580645162,183,138.7,252.50000000000006,113.80000000000007
Lasioglossum rupticristum,37.1055,-109.263,12,438183319613.59174,43818331.96135917,TRUE,238.63636363636363,237,216,264,48
Lasioglossum sagax,43.17,-71.23,43,3720247703515.626,372024770.3515626,TRUE,189.6153846153846,184,138.4,230.4,92
Lasioglossum sedi,40.439499999999995,-112.68299999999999,132,2033561278125.2844,203356127.81252846,TRUE,175.27272727272728,173,131,239,108
Lasioglossum seillean,48.532,-57.97,7,126512222360.69519,12651222.23606952,TRUE,206.33333333333334,201,184,234,50
Lasioglossum semibrunneum,31.33,-109.26,148,872852561738.1339,87285256.1738134,TRUE,173.89705882352942,192,91,251,160
Lasioglossum semicaeruleum,40.095,-104.069,1287,8194637915516.068,819463791.5516069,TRUE,183.43039215686284,180,120.80000000000001,251,130.2
Lasioglossum sequoiae,48.462,-123,3,17163849296.785156,1716384.9296785158,TRUE,160.5,160.5,136.9,184.1,47.19999999999999
Lasioglossum sheffieldi,46.662,-86.025,4,21756779139.1073,2175677.9139107303,TRUE,190.66666666666666,195,183.8,195.79999999999998,11.999999999999972
Lasioglossum simplex,38.771,-82.444,41,1198927933733.1384,119892793.37331384,TRUE,190.5897435897436,197,113,251.39999999999998,138.39999999999998
Lasioglossum sisymbrii,35.466,-112.864,1934,5118495747858.502,511849574.7858502,TRUE,149.56934306569346,148,86,212,126
Lasioglossum smilacinae,40.667500000000004,-76.96950000000001,190,3135044170312.1733,313504417.03121734,TRUE,159.67692307692306,158,93.9,239.10000000000002,145.20000000000002
Lasioglossum sopinci,34.623999999999995,-80.14150000000001,64,1795986171710.1443,179598617.17101443,TRUE,148.1304347826087,150,114,194,80
Lasioglossum stuartense,27.442,-81.375,2,1984526137.6451454,198452.61376451456,TRUE,154,154,154,154,0
Lasioglossum subobscurum,32.267,-106.8,1,5284397170.457939,528439.7170457939,TRUE,NA,NA,NA,NA,NA
Lasioglossum subversans,45.021,-72.857,27,3314175189409.4165,331417518.9409417,TRUE,201.5909090909091,214,162.7,224.9,62.20000000000002
Lasioglossum subviridatum,39.604,-76.65700000000001,448,2673339259393.231,267333925.9393231,TRUE,156.36253776435046,159,101,218,117
Lasioglossum succinipenne,46.586,-102.538,37,2278367995908.2905,227836799.59082907,TRUE,181.76,180,146,227.8,81.80000000000001
Lasioglossum supranitens,40.255,-105.616,1,6620870987.188805,662087.0987188804,TRUE,NA,NA,NA,NA,NA
Lasioglossum surianae,24.669,-81.422,5,10057713466.284546,1005771.3466284546,TRUE,159.5,159.5,151.9,167.10000000000002,15.200000000000017
Lasioglossum swenki,38.63,-106.467,29,1822094590101.283,182209459.01012832,TRUE,173.4090909090909,163.5,140.1,221.40000000000003,81.30000000000004
Lasioglossum synthyridis,41.865,-110.777,7,500369031146.29285,50036903.11462928,TRUE,166,162,118.5,217.5,99
Lasioglossum tamiamense,28.34,-81.265,29,177627495742.21667,17762749.574221667,TRUE,164.84615384615384,135,29,328.5,299.5
Lasioglossum tarponense,28.604,-81.207,384,364867577168.87915,36486757.71688791,TRUE,199.40208877284599,203,81,302.40000000000003,221.40000000000003
Lasioglossum taylorae,42.575,-72.523,54,1201948258177.167,120194825.8177167,TRUE,189.1,188.5,159.00000000000003,232.2,73.19999999999996
Lasioglossum tegulare,39.012,-76.671,2342,7271090085914.836,727109008.5914836,TRUE,189.569290197972,194,121,255,134
Lasioglossum tegulariforme,36.435,-117.094,185,2596898764665.2754,259689876.46652755,TRUE,178.11046511627907,178.5,97,256.9,159.89999999999998
Lasioglossum tenax,44.292,-112.781,65,12158760841718.195,1215876084.1718197,TRUE,190.9433962264151,193,161.20000000000002,221,59.79999999999998
Lasioglossum testaceum,39.679,-105.24,35,1464379461349.683,146437946.1349683,TRUE,174.55555555555554,168.5,142,230.20000000000002,88.20000000000002
Lasioglossum texanum,32.356,-99.275,89,2052107254727.5283,205210725.47275284,TRUE,186.32941176470587,192,120,251,131
Lasioglossum timothyi,42.557,-72.539,97,1614018978093.5564,161401897.80935565,TRUE,155.0681818181818,154,120.5,204,83.5
Lasioglossum titusi,38.0215,-121.8945,456,1487627882200.8745,148762788.22008747,TRUE,169.00980392156862,169.5,92.7,249.60000000000002,156.90000000000003
Lasioglossum trigeminum,39.388999999999996,-77.595,902,2611403781741.4272,261140378.17414275,TRUE,193.8490990990991,193.5,130,261,131
Lasioglossum trizonatum,41.041,-110.72,285,2093236576217.917,209323657.62179172,TRUE,182.60251046025104,175,147.6,233,85.4
Lasioglossum truncatum,41.776,-76.482,175,2213113306940.619,221311330.69406193,TRUE,172.69411764705882,188,116.2,229.00000000000003,112.80000000000003
Lasioglossum tuolumnense,37.705,-119.595,24,241045029864.53467,24104502.986453466,TRUE,180.52380952380952,186,109,227,118
Lasioglossum vaporellum,40.476,-106.827,1,5888054408.402344,588805.4408402344,TRUE,NA,NA,NA,NA,NA
Lasioglossum veganum,37.218,-119.763,5,75700868750.18112,7570086.875018112,TRUE,NA,NA,NA,NA,NA
Lasioglossum versans,42.927499999999995,-76.964,474,5740165450258.367,574016545.0258367,TRUE,173.79117647058823,171,123,231.10000000000002,108.10000000000002
Lasioglossum versatum,39.117,-76.817,2298,4446352486874.53,444635248.68745303,TRUE,186.83558897243108,192,120,248.60000000000014,128.60000000000014
Lasioglossum vierecki,41.442,-80.227,611,4161017105429.981,416101710.54299814,TRUE,180.33333333333331,182,125.10000000000001,248.90000000000003,123.80000000000003
Lasioglossum viridatulum,40.255,-105.616,1,7097578067.147377,709757.8067147378,TRUE,NA,NA,NA,NA,NA
Lasioglossum viridatum,39.26,-77.802,241,2967477185421.1895,296747718.54211897,TRUE,187.66504854368932,199,112.5,249,136.5
Lasioglossum viridipetrellum,32.439,-110.79,1,2154441078.4671936,215444.10784671936,TRUE,NA,NA,NA,NA,NA
Lasioglossum weemsi,39.412,-76.948,441,3108394837837.667,310839483.7837667,TRUE,193.18469656992085,198,112,266,154
