providedName,finalName
Colletes slevini,Colletes slevini
Colletes solidaginis,Colletes solidaginis
Colletes solitarius,Colletes solitarius
Colletes speculiferus,Colletes speculiferus
Colletes sphaeralceae,Colletes sphaeralceae
Colletes spurcus,Colletes hyalinus
Colletes stepheni,Colletes stepheni
Colletes susannae,Colletes susannae
Colletes swenki,Colletes swenki
Colletes tectiventris,Colletes tectiventris
Colletes texanus,Colletes texanus
Colletes thoracicus,Colletes thoracicus
Colletes timberlakei,Colletes timberlakei
Colletes titusensis,Colletes titusensis
Colletes trigonatus,Colletes trigonatus
Colletes turgiventris,Colletes turgiventris
Colletes ultravalidus,Colletes ultravalidus
Colletes utilis,Colletes utilis
Colletes validus,Colletes validus
Colletes vandykei,Colletes vandykei
Colletes wickhami,Colletes wickhami
Colletes willistoni,Colletes willistoni
Colletes wilmattae,Colletes wilmattae
Colletes wootoni,Colletes wootoni
Colletes xerophilus,Colletes xerophilus
Colletes zonatus,Colletes consors
Conanthalictus bakeri,Conanthalictus bakeri
Conanthalictus caerulescens,Conanthalictus caerulescens
Conanthalictus cockerelli,Conanthalictus cockerelli
Conanthalictus conanthi,Conanthalictus conanthi
Conanthalictus cotullensis,Conanthalictus cotullensis
Conanthalictus deserticola,Conanthalictus deserticola
Conanthalictus macrops,Conanthalictus macrops
Conanthalictus mentzeliae,Conanthalictus mentzeliae
Conanthalictus minor,Conanthalictus minor
Conanthalictus namatophilus,Conanthalictus namatophilus
Conanthalictus nigricans,Conanthalictus nigricans
Conanthalictus seminiger,Conanthalictus seminiger
Conanthalictus wilmattae,Conanthalictus wilmattae
Diadasia afflicta,Diadasia afflicta
Diadasia afflictula,Diadasia afflictula
Diadasia angusticeps,Diadasia angusticeps
Diadasia australis,Diadasia australis
Diadasia bituberculata,Diadasia bituberculata
Diadasia consociata,Diadasia consociata
Diadasia diminuta,Diadasia diminuta
Diadasia enavata,Diadasia enavata
Diadasia laticauda,Diadasia laticauda
Diadasia lutzi,Diadasia lutzi
Diadasia martialis,Diadasia martialis
Diadasia megamorpha,Diadasia megamorpha
Diadasia nigrifrons,Diadasia nigrifrons
Diadasia nitidicincta,Diadasia tropicalis
Diadasia nitidifrons,Diadasia nitidifrons
Diadasia ochracea,Diadasia ochracea
Diadasia olivacea,Diadasia ochracea
Diadasia opuntiae,Diadasia opuntiae
Diadasia palmarum,Diadasia palmarum
Diadasia piercei,Diadasia piercei
Diadasia rinconis,Diadasia rinconis
Diadasia sphaeralcearum,Diadasia sphaeralcearum
Diadasia tropicalis,Diadasia tropicalis
Diadasia tuberculifrons,Diadasia tuberculifrons
Diadasia vallicola,Diadasia vallicola
Diadasiella coquilletti,Anthophorula albicans
Dialictus apocyni,Lasioglossum apocyni
Dialictus delectatus,Lasioglossum cressonii
Dialictus heterognathus,Lasioglossum heterognathus
Dialictus hudsoniellus,Lasioglossum hudsoniellum
Dialictus lectus,Lasioglossum lectum
Dialictus occidentalis,Lasioglossum occidentale
Dialictus solidaginis,Lasioglossum laevissimum
Dialictus supraclypeatus,Lasioglossum foveolatum
Dialictus theodori,Lasioglossum occidentale
Diandrena ablegata,Andrena ablegata
Diandrena puthua,Andrena puthua
Dianthidium arizonicum,Dianthidium arizonicum
Dianthidium concinnum,Dianthidium concinnum
Dianthidium cressonii,Dianthidium cressonii
Dianthidium curvatum,Dianthidium curvatum
Dianthidium desertorum,Dianthidium desertorum
Dianthidium discors,Dianthidium discors
Dianthidium dubium,Dianthidium dubium
Dianthidium floridiense,Dianthidium floridiense
Dianthidium heterulkei,Dianthidium heterulkei
Dianthidium implicatum,Dianthidium implicatum
Dianthidium marshi,Dianthidium marshi
Dianthidium parkeri,Dianthidium parkeri
Dianthidium platyurum,Dianthidium platyurum
Dianthidium plenum,Dianthidium plenum
Dianthidium provancheri,Dianthidium pudicum
Dianthidium pudicum,Dianthidium pudicum
Dianthidium simile,Dianthidium simile
Dianthidium singulare,Dianthidium singulare
Dianthidium subparvum,Dianthidium subparvum
Dianthidium subrufulum,Dianthidium subrufulum
Dianthidium texanum,Dianthidium texanum
Dianthidium ulkei,Dianthidium ulkei
Dianthidum simile,Dianthidium simile
Dieunomia apacha,Dieunomia apacha
Dieunomia bolliana,Dieunomia bolliana
Dieunomia heteropoda,Dieunomia heteropoda
Dieunomia mesillae,Dieunomia mesillae
Dieunomia micheneri,Dieunomia micheneri
Dieunomia nevadensis,Dieunomia nevadensis
Dieunomia triangulifera,Dieunomia triangulifera
Dieunomia xerophila,Dieunomia xerophila
Dioxys aurifusca,Dioxys aurifuscus
Dioxys fulvohirta,Dioxys aurifuscus
Dioxys martii,Dioxys productus
Dioxys pacifica,Dioxys pacificus
Dioxys pacificus,Dioxys pacificus
Dioxys pomonae,Dioxys pomonae
Dioxys producta,Dioxys productus
Dioxys productus,Dioxys productus
Dolichochile melittoides,Melitta melittoides
Dufourea afasciata,Dufourea afasciata
Dufourea australis,Dufourea australis
Dufourea bernardina,Dufourea bernardina
Dufourea bifida,Dufourea bifida
Dufourea boregoensis,Dufourea boregoensis
Dufourea brevicornis,Dufourea brevicornis
Dufourea calientensis,Dufourea calientensis
Dufourea californica,Dufourea californica
Dufourea calochorti,Dufourea calochorti
Dufourea campanulae,Dufourea campanulae
Dufourea contarovici,Dufourea contarovici
Dufourea cuprea,Dufourea cuprea
Dufourea davidsoni,Dufourea davidsoni
Dufourea desertorum,Dufourea desertorum
Dufourea dilatipes,Dufourea dilatipes
Dufourea echinocacti,Dufourea echinocacti
Dufourea fallugiae,Dufourea fallugiae
Dufourea femorata,Dufourea femorata
Dufourea gilia,Dufourea gilia
Dufourea harveyi,Dufourea harveyi
Dufourea holocyanea,Dufourea holocyanea
Dufourea impunctata,Dufourea impunctata
Dufourea latifrons,Dufourea latifrons
Dufourea leachi,Dufourea leachi
Dufourea linanthi,Dufourea linanthi
Dufourea longiceps,Dufourea longiceps
Dufourea macswaini,Dufourea macswaini
Dufourea marginata,Dufourea marginata
Dufourea maura,Dufourea maura
Dufourea moldenkei,Dufourea moldenkei
Dufourea monardae,Dufourea monardae
Dufourea mulleri,Dufourea mulleri
Dufourea nemophilae,Dufourea nemophilae
Dufourea neocalifornica,Dufourea neocalifornica
Dufourea neovernalis,Dufourea neovernalis
Dufourea novaeangliae,Dufourea novaeangliae
Dufourea nudicornis,Dufourea nudicornis
Dufourea oenotherae,Dufourea oenotherae
Dufourea orovada,Dufourea orovada
Dufourea pectinipes,Dufourea pectinipes
Dufourea pulchricornis,Dufourea pulchricornis
Dufourea rhamni,Dufourea rhamni
Dufourea sandhouseae,Dufourea sandhouseae
Dufourea saundersi,Dufourea saundersi
Dufourea scabricornis,Dufourea scabricornis
Dufourea scintilla,Dufourea scintilla
Dufourea snellingi,Dufourea snellingi
Dufourea sparsipunctata,Dufourea sparsipunctata
Dufourea spilura,Dufourea spilura
Dufourea spinifera,Dufourea spinifera
Dufourea stagei,Dufourea stagei
Dufourea subdavidsoni,Dufourea subdavidsoni
Dufourea tarsata,Dufourea tarsata
Dufourea timberlakei,Dufourea timberlakei
Dufourea tinsleyi,Dufourea tinsleyi
Dufourea torchioi,Dufourea torchioi
Dufourea trochantera,Dufourea trochantera
Dufourea truncata,Dufourea truncata
Dufourea tularensis,Dufourea tularensis
Dufourea tuolumne,Dufourea tuolumne
Dufourea vanduzeei,Dufourea vanduzeei
Dufourea vandykei,Dufourea vandykei
Dufourea vernalis,Dufourea vernalis
Dufourea versatilis,Dufourea versatilis
Dufourea virgata,Dufourea virgata
Dufourea viridis,Dufourea viridis
Emphoropsis murihirta murina,Habropoda miserabilis
Epeoloides pilosula,Epeoloides pilosulus
Epeoloides pilosulus,Epeoloides pilosulus
Epeolus ainsliei,Epeolus ainsliei
Epeolus americanus,Epeolus americanus
Epeolus andriyi,Epeolus andriyi
Epeolus argyreus,Triepeolus argyreus
Epeolus asperatus,Epeolus asperatus
Epeolus attenboroughi,Epeolus attenboroughi
Epeolus australis,Epeolus australis
Epeolus autumnalis,Epeolus autumnalis
Epeolus axillaris,Epeolus axillaris
Epeolus banksi,Epeolus banksi
Epeolus barberiellus,Epeolus barberiellus
Epeolus basili,Epeolus basili
Epeolus beulahensis,Epeolus minimus
Epeolus bifasciatus,Epeolus bifasciatus
Epeolus bihamatus,Triepeolus bihamatus
Epeolus brumleyi,Epeolus brumleyi
Epeolus canadensis,Epeolus canadensis
Epeolus carolinus,Epeolus carolinus
Epeolus chamaesarachae,Epeolus chamaesarachae
Epeolus compactus,Epeolus compactus
Epeolus crucis,Epeolus compactus
Epeolus dakotensis,Triepeolus dacotensis
Epeolus deyrupi,Epeolus deyrupi
Epeolus diadematus,Epeolus diadematus
Epeolus eldoradensis,Triepeolus eldoradensis
Epeolus erigeronis,Epeolus erigeronis
Epeolus ferrarii,Epeolus ferrarii
Epeolus flavofasciatus,Epeolus flavofasciatus
Epeolus floridensis,Epeolus floridensis
Epeolus gabrielis,Epeolus compactus
Epeolus glabratus,Epeolus glabratus
Epeolus hitei,Epeolus compactus
Epeolus humillimus,Epeolus olympiellus
Epeolus ilicis,Epeolus ilicis
Epeolus inornatus,Epeolus inornatus
Epeolus interruptus,Epeolus interruptus
Epeolus lanhami,Epeolus americanus
Epeolus lectiformis,Triepeolus lectiformis
Epeolus lectoides,Epeolus lectoides
Epeolus lectus,Epeolus lectus
Epeolus lutzi,Epeolus minimus
Epeolus mesillae,Epeolus mesillae
Epeolus minimus,Epeolus minimus
Epeolus nebulosus,Epeolus nebulosus
Epeolus novomexicanus,Epeolus novomexicanus
Epeolus occidentalis,Triepeolus occidentalis
Epeolus occidentalis var. segregatus,Triepeolus occidentalis
Epeolus olympiellus,Epeolus olympiellus
Epeolus oswegoensis,Triepeolus pectoralis
Epeolus packeri,Epeolus packeri
Epeolus pusillus,Epeolus pusillus
Epeolus remigatus var. martini,Triepeolus remigatus
Epeolus rufulus,Epeolus rufulus
Epeolus sarothrinus var. confluens,Triepeolus sarothrinus
Epeolus scopulus,Epeolus axillaris
Epeolus scutellaris,Epeolus scutellaris
Epeolus semilectus,Epeolus lectoides
Epeolus splendidus,Epeolus splendidus
Epeolus tessieris,Epeolus tessieris
Epeolus verbesinae,Triepeolus verbesinae
Epeolus vernalis,Epeolus ilicis
Epeolus virginiensis,Triepeolus pectoralis
Epeolus zonatus,Epeolus zonatus
Ericrocis arizonensis,Ericrocis lata
Ericrocis lata,Ericrocis lata
Ericrocis melectoides,Ericrocis lata
Ericrocis pintada,Ericrocis pintada
Eucera acerba,Eucera acerba
Eucera actuosa,Eucera actuosa
Eucera albata,Tetraloniella albata
Eucera albescens,Eucera albescens
Eucera amoena,Protohalonia amoena
Eucera amsinckiae,Eucera amsinckiae
Eucera angustifrons,Eucera angustifrons
Eucera aragalli,Eucera aragalli
Eucera argyrophila,Eucera argyrophila
Eucera atriventris,Eucera atriventris
Eucera belfragei,Eucera belfragei
Eucera birkmanniella,Eucera birkmanniella
Eucera californica,Eucera californica
Eucera cercidis,Eucera cercidis
Eucera chrysobotryae,Eucera chrysobotryae
Eucera chrysophila,Eucera chrysophila
Eucera conformis,Eucera conformis
Eucera cordleyi,Eucera cordleyi
Eucera delphinii,Eucera delphinii
Eucera dorsata,Eucera dorsata
Eucera dubitata,Eucera dubitata
Eucera eriocarpi,Tetraloniella eriocarpi
Eucera frater,Eucera frater
Eucera fulvitarsis,Eucera fulvitarsis
Eucera fulvohirta,Eucera fulvohirta
Eucera hamata,Eucera hamata
Eucera hurdi,Eucera hurdi
Eucera illinoensis,Eucera illinoensis
Eucera lepida,Eucera lepida
Eucera lunata,Eucera lunata
Eucera lutziana,Eucera lutziana
Eucera lycii,Eucera lycii
Eucera mohavensis,Eucera mohavensis
Eucera pagosana,Eucera pagosana
Eucera pallidihirta,Eucera pallidihirta
Eucera phaceliae,Eucera phaceliae
Eucera pomona,Tetraloniella pomonae
Eucera primiveris,Eucera primiveris
Eucera pruinosa,Peponapis pruinosa
Eucera quadricincta,Eucera quadricincta
Eucera rosae,Eucera rosae
Eucera speciosa,Eucera speciosa
Eucera stretchii,Eucera stretchii
Eucera territella,Eucera territella
Eucera texana,Eucera texana
Eucera tricinctella,Eucera tricinctella
Eucera truttae,Eucera truttae
Eucera venusta,Eucera venusta
Eucera virgata,Eucera virgata
Eucera zonata,Eucera zonata
Euglossa dilemma,Euglossa dilemma
Euglossa viridissima,Euglossa dilemma
Eulonchopria punctatissima,Eulonchopria punctatissima
Evylaeus divergenoides,Lasioglossum versans
Evylaeus pineolensis,Lasioglossum nigroviride
Exomalopsis analis,Exomalopsis analis
Exomalopsis birkmanni,Exomalopsis birkmanni
Exomalopsis compactula,Anthophorula completa
Exomalopsis dimidiata,Exomalopsis dimidiata
Exomalopsis eriocarpi,Tetraloniella eriocarpi
Exomalopsis mellipes,Exomalopsis mellipes
Exomalopsis sidae,Anthophorula sidae
Exomalopsis snowi,Exomalopsis snowi
Exomalopsis solani,Exomalopsis solani
Exomalopsis solidaginis,Exomalopsis solidaginis
Exomalopsis zexmeniae,Exomalopsis analis
Florilegus condignus,Florilegus condignus
Gaesischia exul,Gaesischia exul
Greeleyella occidentalis,Panurginus occidentalis
Greeleyella potentillae,Panurginus potentillae
Habropoda birkmanni,Habropoda birkmanni
Habropoda citula,Habropoda citulus
Habropoda cressonii,Habropoda cressonii
Habropoda dammersi,Habropoda dammersi
Habropoda depressa,Habropoda depressa
Habropoda excellens,Habropoda excellens
Habropoda floridana var. pascoensis,Habropoda morrisoni
Habropoda miserabilis,Habropoda miserabilis
Habropoda morrisoni,Habropoda morrisoni
Habropoda pallida,Habropoda pallida
Habropoda salviarum,Habropoda salviarum
Habropoda semifulva,Habropoda semifulva
Habropoda tristissima,Habropoda tristissima
Habropoda vierecki,Habropoda vierecki
Halictoides ilicifoliae,Hesperapis ilicifoliae
Halictoides oryx,Dufourea oryx
Halictoides tinsleyi,Dufourea tinsleyi
Halictoides viridescens,Dufourea viridescens
Halictus abanci,Lasioglossum abanci
Halictus absimilis,Lasioglossum absimile
Halictus abundus,Lasioglossum laevissimum
Halictus academicus,Lasioglossum zephyrus
Halictus accentus,Lasioglossum sagax
Halictus actuarius,Lasioglossum semicaeruleum
Halictus alius,Lasioglossum aliud
Halictus amicus,Lasioglossum amicum
Halictus angustior,Lasioglossum angustius
Halictus apertus,Lasioglossum versatum
Halictus arapahonum,Halictus confusus
Halictus arcanus,Lasioglossum arcanum
Halictus arcuatus,Lasioglossum cinctipes
Halictus arcuatus gulosus,Lasioglossum cinctipes
Halictus arcuatus var. parisus,Lasioglossum cinctipes
Halictus arizonensis,Lasioglossum arizonense
Halictus astutus,Lasioglossum laevissimum
Halictus brimleyi,Lasioglossum bruneri
Halictus bruneri,Lasioglossum bruneri
Halictus brunneiventris,Lasioglossum brunneiventre
Halictus brycinci,Lasioglossum perpunctatum
Halictus caducus,Lasioglossum caducum
Halictus callidus,Lasioglossum callidum
Halictus cockerelli,Lasioglossum subobscurum
Halictus comis,Lasioglossum comulum
Halictus conanthi,Conanthalictus conanthi
Halictus confusus,Halictus confusus
Halictus consonus,Lasioglossum versans
Halictus cooleyi,Lasioglossum cooleyi
Halictus cordleyi,Lasioglossum cordleyi
Halictus crassiceps,Lasioglossum crassiceps
Halictus craterus,Lasioglossum zonulum
Halictus cyaneiceps,Lasioglossum desertum
Halictus cyaneonotus,Lasioglossum cyaneonotus
Halictus dasiphorae,Lasioglossum dasiphorae
Halictus divergens,Lasioglossum macoupinense
Halictus ellisiae,Lasioglossum ellisiae
Halictus evestigatus,Lasioglossum pavoninum
Halictus exalbidus,Lasioglossum semicaeruleum
Halictus farinosus,Halictus farinosus
Halictus floridanus caesareus,Lasioglossum floridanum
Halictus forbesii,Lasioglossum forbesii
Halictus fraserae,Halictus virgatellus
Halictus fulgidus,Lasioglossum truncatum
Halictus galei,Lasioglossum occidentale
Halictus gaudialis,Lasioglossum tegulariforme
Halictus genuinus,Lasioglossum versatum
Halictus gracilis,Lasioglossum foxii
Halictus graenicheri,Lasioglossum pictum
Halictus gulosus punctiferus,Lasioglossum cinctipes
Halictus halophitus,Lasioglossum halophitus
Halictus harmonius,Halictus harmonius
Halictus helianthi,Lasioglossum tegulariforme
Halictus hemimelas,Lasioglossum hemimelas
Halictus hortensis,Lasioglossum imitatum
Halictus hudsoniellus,Lasioglossum hudsoniellum
Halictus hyalinus,Lasioglossum hyalinum
Halictus inconditus,Lasioglossum inconditum
Halictus insolitus,Lasioglossum insolitum
Halictus insulsus,Lasioglossum ruidosense
Halictus kincaidii,Lasioglossum kincaidii
Halictus latifrons,Lasioglossum argemonis
Halictus latus,Lasioglossum lineatulum
Halictus lepidii,Lasioglossum lepidii
Halictus ligatus,Halictus ligatus
Halictus ligatus,Halictus poeyi
Halictus lineatulus,Lasioglossum lineatulum
Halictus longicornis,Lasioglossum longicorne
Halictus mactus,Lasioglossum mactum
Halictus malinus,Lasioglossum simplex
Halictus marinus,Lasioglossum marinum
Halictus mellipes,Lasioglossum mellipes
Halictus meritus,Lasioglossum tenax
Halictus merosus,Lasioglossum merosum
Halictus mollis,Lasioglossum molle
Halictus nelumbonis,Lasioglossum nelumbonis
Halictus nevadensis,Lasioglossum nevadense
Halictus niger,Lasioglossum nigrum
Halictus obnubilus,Lasioglossum obnubilum
Halictus oceanicus,Lasioglossum oceanicum
Halictus oenotherae,Lasioglossum oenotherae
Halictus olivarius,Halictus confusus
Halictus olympiae,Lasioglossum olympiae
Halictus olympiae var. subangustus,Lasioglossum olympiae
Halictus ovaliceps,Lasioglossum ovaliceps
Halictus parallelus,Halictus parallelus
Halictus paululus,Lasioglossum paululum
Halictus pavoninus,Lasioglossum pavoninum
Halictus pecosensis,Lasioglossum pecosense
Halictus pectoraloides var. beatulus,Lasioglossum pectoraloides
Halictus pensitus,Lasioglossum pensitum
Halictus peralpinus,Lasioglossum peralpinum
Halictus peraltus,Lasioglossum peraltum
Halictus perexiguus,Lasioglossum mesillense
Halictus perparvus,Lasioglossum perparvum
Halictus petrellus,Lasioglossum petrellum
Halictus phaceliarum,Lasioglossum laevissimum
Halictus pictus,Lasioglossum pictum
Halictus pikei,Lasioglossum pavoninum
Halictus pilosus var. leucocomus,Lasioglossum pilosum
Halictus planatus,Lasioglossum planatum
Halictus poeyi,Halictus poeyi
Halictus praepes,Lasioglossum laevissimum
Halictus pudicus,Lasioglossum pudicum
Halictus punctatoventris,Lasioglossum punctatoventre
Halictus regis,Lasioglossum regis
Halictus robustus,Lasioglossum robustum
Halictus rubicundus,Halictus rubicundus
Halictus ruficornis,Lasioglossum ruficorne
Halictus sagax,Lasioglossum sagax
Halictus scrophulariae,Lasioglossum testaceum
Halictus semicaeruleus,Lasioglossum semicaeruleum
Halictus sisymbrii,Lasioglossum sisymbrii
Halictus succinipennis,Lasioglossum succinipenne
Halictus supranitens,Lasioglossum supranitens
Halictus swenki,Lasioglossum swenki
Halictus tectus,Halictus tectus
Halictus tegulariformis,Lasioglossum tegulariforme
Halictus tegularis,Lasioglossum tegulare
Halictus tenax,Lasioglossum tenax
Halictus titusi,Lasioglossum titusi
Halictus tranquillus,Lasioglossum laevissimum
Halictus typographicus,Halictus virgatellus
Halictus unicus,Lasioglossum lineatulum
Halictus vachali,Lasioglossum glabriventre
Halictus vaporellus,Lasioglossum vaporellum
Halictus veganus,Lasioglossum veganum
Halictus versans,Lasioglossum versans
Halictus vienaski,Lasioglossum vierecki
Halictus vierecki,Lasioglossum vierecki
Halictus vintonensis,Lasioglossum zephyrus
Halictus virgatellus,Halictus virgatellus
Halictus viridatulus,Lasioglossum viridatulum
Heriades albicinctum,Chelostoma californicum
Heriades asteris,Heriades variolosa
Heriades bigeloviae,Ashmeadiella bigeloviae
Heriades cactorum,Ashmeadiella cactorum
Heriades carinata,Heriades carinata
Heriades carinatus,Heriades carinata
Heriades crawfordi,Heriades leavitti
Heriades cressoni,Heriades cressoni
Heriades crucifer,Heriades crucifera
Heriades crucifera,Heriades crucifera
Heriades denticulatum,Ashmeadiella bucconis
Heriades gracilior,Heriades gracilior
Heriades leavitti,Heriades leavitti
Heriades meliloti,Ashmeadiella meliloti
Heriades micheneri,Heriades micheneri
Heriades micropthalma,Heriades micropthalma
Heriades occidentalis,Heriades occidentalis
Heriades prosopidis,Ashmeadiella prosopidis
Heriades texana,Heriades texana
Heriades texanus,Heriades texana
Heriades timberlakei,Heriades timberlakei
Heriades variolosa,Heriades variolosa
Heriades variolosus,Heriades variolosa
Hesperapis arenicola,Hesperapis arenicola
Hesperapis arida,Hesperapis arida
Hesperapis carinata,Hesperapis carinata
Hesperapis elegantula,Hesperapis elegantula
Hesperapis fuchsi,Hesperapis fuchsi
Hesperapis fulvipes,Hesperapis fulvipes
Hesperapis ilicifoliae,Hesperapis ilicifoliae
Hesperapis larreae,Hesperapis larreae
Hesperapis laticeps,Hesperapis laticeps
Hesperapis leucura,Hesperapis leucura
Hesperapis nitidula,Hesperapis fuchsi
Hesperapis oliviae,Hesperapis oliviae
Hesperapis oraria,Hesperapis oraria
Hesperapis parva,Hesperapis parva
Hesperapis pellucida,Hesperapis pellucida
Hesperapis regularis,Hesperapis regularis
Hesperapis rhodocerata,Hesperapis rhodocerata
Hesperapis rodecki,Hesperapis rodecki
Hesperapis rufipes,Hesperapis rufipes
Hesperapis trochanterata,Hesperapis trochanterata
Hesperapis wilmattae,Hesperapis fuchsi
Hesperaspis elegantula,Hesperapis elegantula
Hexepeolus mojavensis,Hexepeolus rhodogyne
Hexepeolus rhodogyne,Hexepeolus rhodogyne
Holcopasites apacheorum,Holcopasites apacheorum
Holcopasites arizonicus,Holcopasites arizonicus
Holcopasites bigibbosus,Holcopasites bigibbosus
Holcopasites bohartorum,Holcopasites bohartorum
Holcopasites calliopsidis,Holcopasites calliopsidis
Holcopasites cazieri,Holcopasites cazieri
Holcopasites eamia,Holcopasites eamia
Holcopasites haematurus,Holcopasites haematurus
Holcopasites heliopsis,Holcopasites heliopsis
Holcopasites illinoiensis,Holcopasites illinoiensis
Holcopasites insoletus,Holcopasites insoletus
Holcopasites jerryrozeni,Holcopasites jerryrozeni
Holcopasites minimus,Holcopasites minimus
Holcopasites pratti,Holcopasites illinoiensis
Holcopasites pseudocarinatus,Holcopasites calliopsidis
Holcopasites pulchellus,Holcopasites pulchellus
Holcopasites rozeni,Holcopasites rozeni
Holcopasites ruthae,Holcopasites ruthae
Holcopasites stevensi,Holcopasites stevensi
Holcopasites tegularis,Holcopasites tegularis
Hoplitella pentamera,Hoplitis howardi
Hoplitis albifrons,Hoplitis albifrons
Hoplitis albifrons.argentifrons,Hoplitis albifrons
Hoplitis anthocopoides,Hoplitis anthocopoides
Hoplitis basingeri,Hoplitis basingeri
Hoplitis beameri,Atoposmia beameri
Hoplitis bidenticauda,Hoplitis bidenticauda
Hoplitis biscutellae,Hoplitis biscutellae
Hoplitis boharti,Hoplitis boharti
Hoplitis brachyodonta,Hoplitis brachyodonta
Hoplitis bullifacies,Hoplitis bullifacies
Hoplitis bunocephala,Hoplitis bunocephala
Hoplitis caudex,Hoplitis caudex
Hoplitis colei,Hoplitis colei
Hoplitis cryptanthae,Hoplitis cryptanthae
Hoplitis daleae,Atoposmia daleae
Hoplitis deserticola,Hoplitis deserticola
Hoplitis emarginata,Hoplitis emarginata
Hoplitis evansi,Hoplitis evansi
Hoplitis fulgida,Hoplitis fulgida
Hoplitis fulgida.fulgida,Hoplitis fulgida
Hoplitis gleasoni,Hoplitis simplex
Hoplitis graceae,Hoplitis pilosifrons
Hoplitis grinnelli,Hoplitis grinnelli
Hoplitis hamulicornis,Hoplitis hamulicornis
Hoplitis howardi,Hoplitis howardi
Hoplitis hurdiana,Ashmeadiella hurdiana
Hoplitis hypocrita,Hoplitis hypocrita
Hoplitis incanescens,Hoplitis incanescens
Hoplitis jacintana,Hoplitis jacintana
Hoplitis laevibullata,Hoplitis laevibullata
Hoplitis linsdalei,Hoplitis linsdalei
Hoplitis louisae,Hoplitis louisae
Hoplitis mazourka,Hoplitis mojavensis
Hoplitis mescalerium,Hoplitis truncata
Hoplitis micheneri,Hoplitis micheneri
Hoplitis mirifica,Atoposmia mirifica
Hoplitis mojavensis,Hoplitis mojavensis
Hoplitis nanula,Hoplitis nanula
Hoplitis nemophilae,Hoplitis nemophilae
Hoplitis nigrella,Hoplitis nigrella
Hoplitis orthognatha,Hoplitis orthognatha
Hoplitis paiute,Hoplitis paiute
Hoplitis palmarum,Hoplitis palmarum
Hoplitis paroselae,Hoplitis paroselae
Hoplitis pilosifrons,Hoplitis pilosifrons
Hoplitis plagiostoma,Hoplitis plagiostoma
Hoplitis producta,Hoplitis producta
Hoplitis pygmaea,Hoplitis pygmaea
Hoplitis reducta,Hoplitis reducta
Hoplitis remotula,Hoplitis remotula
Hoplitis robusta,Hoplitis robusta
Hoplitis rubrella,Ashmeadiella rubrella
Hoplitis segregata,Atoposmia segregata
Hoplitis seminigra,Hoplitis seminigra
Hoplitis semirubra,Hoplitis semirubra
Hoplitis shoshone,Hoplitis shoshone
Hoplitis simplex,Hoplitis simplex
Hoplitis spoliata,Hoplitis spoliata
Hoplitis torchioi,Hoplitis torchioi
Hoplitis tristis,Hoplitis tristis
Hoplitis truicauda,Hoplitis truicauda
Hoplitis truncata,Hoplitis truncata
Hoplitis uvulalis,Hoplitis uvulalis
Hoplitis viridimicans,Hoplitis viridimicans
Hoplitis xerophila,Hoplitis xerophila
Hoplitis zuni,Hoplitis zuni
Hylaeus affinis,Hylaeus affinis
Hylaeus affinis modestus,Hylaeus affinis
Hylaeus annularis,Hylaeus annulatus
Hylaeus annulatus,Hylaeus annulatus
Hylaeus asininus,Hylaeus asininus
Hylaeus basalis,Hylaeus basalis
Hylaeus bisinuatus,Hylaeus leptocephalus
Hylaeus calvus,Hylaeus calvus
Hylaeus coloradensis,Hylaeus coloradensis
Hylaeus confluens,Hylaeus confluens
Hylaeus conspicuus,Hylaeus conspicuus
Hylaeus cookii,Hylaeus cookii
Hylaeus ellipticus,Hylaeus annulatus
Hylaeus episcopalis,Hylaeus episcopalis
Hylaeus episcopelis coquilletti,Hylaeus episcopalis
Hylaeus fedorica,Hylaeus fedorica
Hylaeus formosus,Hylaeus formosus
Hylaeus gaigei,Hylaeus modestus
Hylaeus georgicus,Hylaeus georgicus
Hylaeus graenicheri,Hylaeus graenicheri
Hylaeus granulatus,Hylaeus granulatus
Hylaeus hurdi,Hylaeus hurdi
Hylaeus hyalinatus,Hylaeus hyalinatus
Hylaeus hydrangeae,Hylaeus georgicus
Hylaeus Hylaeus annulatus,Hylaeus annulatus
Hylaeus Hylaeus leptocephalus,Hylaeus leptocephalus
Hylaeus Hylaeus verticalis,Hylaeus verticalis
Hylaeus illinoisensis,Hylaeus illinoisensis
Hylaeus insolitus,Hylaeus insolitus
Hylaeus leptocephala,Hylaeus leptocephalus
Hylaeus leptocephalus,Hylaeus leptocephalus
Hylaeus lunicraterius,Hylaeus lunicraterius
Hylaeus maritimus,Hylaeus maritimus
Hylaeus megalotis,Hylaeus megalotis
Hylaeus mesillae,Hylaeus mesillae
Hylaeus mesillae.,Hylaeus mesillae
Hylaeus metopii,Hylaeus formosus
Hylaeus modestus,Hylaeus modestus
Hylaeus nelumbonis,Hylaeus nelumbonis
Hylaeus nevadensis,Hylaeus nevadensis
Hylaeus nunenmacheri,Hylaeus nunenmacheri
Hylaeus oregonensis,Hylaeus nevadensis
Hylaeus ornatus,Hylaeus ornatus
Hylaeus panamensis,Hylaeus panamensis
Hylaeus personatellus,Hylaeus personatellus
Hylaeus pictipes,Hylaeus pictipes
Hylaeus polifolii,Hylaeus polifolii
Hylaeus punctatus,Hylaeus punctatus
Hylaeus rudbeckiae,Hylaeus rudbeckiae
Hylaeus rugulosus,Hylaeus episcopalis
