providedName,finalName
Melissodes submenuachus,Melissodes submenuacha
Melissodes suffusa,Svastra petulca
Melissodes tenuitarsis,Melissodes confusus
Melissodes tepaneca,Melissodes tepaneca
Melissodes tepida,Melissodes tepidus
Melissodes tessellata,Melissodes tessellatus
Melissodes tessellatus,Melissodes tessellatus
Melissodes thelypodii,Melissodes thelypodii
Melissodes thurberiae,Melissodes thelypodii
Melissodes tincta,Melissodes tinctus
Melissodes tinctus,Melissodes tinctus
Melissodes tribas,Melissodes tribas
Melissodes trinodis,Melissodes trinodis
Melissodes tristis,Melissodes tristis
Melissodes tuckeri,Melissodes tuckeri
Melissodes utahensis,Melissodes utahensis
Melissodes velutina,Melissodes velutinus
Melissodes velutinus,Melissodes velutinus
Melissodes verbesinarum,Melissodes verbesinarum
Melissodes vernalis,Melissodes vernalis
Melissodes vernoniae,Melissodes vernoniae
Melissodes wheeleri,Melissodes wheeleri
Melissoptila otomita,Melissoptila otomita
Melitoma grisella,Melitoma grisella
Melitoma marginella,Melitoma marginella
Melitoma segmentaria,Melitoma marginella
Melitoma taurea,Melitoma taurea
Melitta americana,Melitta americana
Melitta americaniformis,Melitta americana
Melitta californica,Melitta californica
Melitta eickworti,Melitta eickworti
Melitta melittoides,Melitta melittoides
Mesoxaea arizonica,Mesoxaea arizonica
Mesoxaea nigerrima,Mesoxaea arizonica
Mesoxaea rufescens,Mesoxaea rufescens
Mesoxaea texana,Mesoxaea texana
Metapsaenythia abdominalis,Protandrena abdominalis
Mexalictus arizonensis,Mexalictus arizonensis
Micralictoides altadenae,Micralictoides altadenae
Micralictoides chaenactidis,Micralictoides chaenactidis
Micralictoides grossus,Micralictoides grossus
Micralictoides quadriceps,Micralictoides quadriceps
Micralictoides ruficaudus,Micralictoides ruficaudus
Micrandrena pacifica,Andrena melanochroa
Neolarra alba,Neolarra alba
Neolarra batrae,Neolarra batrae
Neolarra californica,Neolarra californica
Neolarra cockerelli,Neolarra cockerelli
Neolarra congregata,Neolarra verbesinae
Neolarra hurdi,Neolarra hurdi
Neolarra linsleyi,Neolarra linsleyi
Neolarra orbiculata,Neolarra orbiculata
Neolarra penicula,Neolarra penicula
Neolarra pruinosa,Neolarra pruinosa
Neolarra rozeni,Neolarra rozeni
Neolarra ute,Neolarra ute
Neolarra vandykei,Neolarra vandykei
Neolarra verbesinae,Neolarra verbesinae
Neolarra vigilans,Neolarra vigilans
Neopasites calliopsidis,Holcopasites calliopsidis
Neopasites cressoni,Biastes cressoni
Neopasites fulviventris,Biastes fulviventris
Neopasites mojavensis,Biastes mojavensis
Neopasites punctulatus,Holcopasites illinoiensis
Neopasites robertsoni,Holcopasites pulchellus
Neopasites sierrae,Biastes sierrae
Neopasites timberlakei,Biastes timberlakei
Nomada accepta,Nomada accepta
Nomada adducta,Nomada adducta
Nomada affabilis,Nomada affabilis
Nomada agynia,Nomada agynia
Nomada alpha,Nomada alpha
Nomada angelarum,Nomada angelarum
Nomada annulata,Nomada annulata
Nomada antonita,Nomada snowii
Nomada aquilarum,Nomada aquilarum
Nomada arenicola,Nomada arenicola
Nomada arizonica,Nomada arizonica
Nomada armatella,Nomada armatella
Nomada articulata,Nomada articulata
Nomada ashmeadi,Nomada ashmeadi
Nomada asteris,Nomada asteris
Nomada astori,Nomada erythraea
Nomada augustiana,Nomada augustiana
Nomada australis,Nomada australis
Nomada autumnalis,Nomada autumnalis
Nomada azaleae,Nomada azaleae
Nomada banksi,Nomada banksi
Nomada belfragei,Nomada belfragei
Nomada bella,Nomada bella
Nomada besseyi,Nomada besseyi
Nomada bethunei,Nomada bethunei
Nomada beulahensis,Nomada vicina
Nomada bisignata,Nomada bisignata
Nomada capillata,Nomada capillata
Nomada capitalis,Nomada imbricata
Nomada ceanothi,Nomada ceanothi
Nomada ceanothi sayi,Nomada ceanothi
Nomada citrina,Nomada citrina
Nomada civilis,Nomada opposita
Nomada clarkii,Nomada valida
Nomada collinsiana,Nomada collinsiana
Nomada coloradella,Nomada coloradella
Nomada coloradensis,Nomada coloradensis
Nomada colorata,Nomada luteoloides
Nomada composita,Nomada composita
Nomada concinnula,Nomada concinnula
Nomada coquilletti,Nomada coquilletti
Nomada cordleyi,Nomada latifrons
Nomada corvallisensis,Nomada corvallisensis
Nomada crassula,Nomada fervida
Nomada crawfordi,Nomada crawfordi
Nomada cressonii,Nomada cressonii
Nomada crotchii,Nomada crotchii
Nomada crucis,Nomada crucis
Nomada crudelis,Nomada crudelis
Nomada cuneata,Nomada cuneata
Nomada custeriana,Nomada custeriana
Nomada cymbalariae,Nomada accepta
Nomada davidsoni,Nomada davidsoni
Nomada debilis,Nomada debilis
Nomada decepta,Nomada obliterata
Nomada denticulata,Nomada denticulata
Nomada depressa,Nomada depressa
Nomada detrita,Nomada detrita
Nomada dilucida,Nomada dilucida
Nomada dreisbachi,Nomada dreisbachi
Nomada ednae,Nomada ednae
Nomada edwardsii,Nomada edwardsii
Nomada electa,Nomada electa
Nomada electella,Nomada electella
Nomada elegantula,Nomada elegantula
Nomada elrodi,Nomada elrodi
Nomada engelmanniae,Nomada wheeleri
Nomada erigeronis,Nomada erigeronis
Nomada erythrochroa,Nomada erythrochroa
Nomada erythrospila,Nomada erythrospila
Nomada fervida,Nomada fervida
Nomada florilega,Nomada florilega
Nomada fontis,Nomada fontis
Nomada formula,Nomada formula
Nomada fowleri,Nomada obscurella
Nomada fragariae,Nomada fragariae
Nomada fragilis,Nomada fragilis
Nomada frankei,Nomada frankei
Nomada frieseana,Nomada frieseana
Nomada fuscicincta,Nomada fuscicincta
Nomada garciana,Nomada garciana
Nomada gillettei,Nomada gillettei
Nomada gracilis,Nomada gracilis
Nomada graenicheri,Nomada graenicheri
Nomada grandis,Nomada grandis
Nomada grayi,Nomada grayi
Nomada grindeliae,Brachynomada grindeliae
Nomada gutierreziae,Nomada gutierreziae
Nomada heiligbrodtii,Nomada texana
Nomada hemphilli,Nomada hemphilli
Nomada henningeri,Nomada henningeri
Nomada hesperia,Nomada hesperia
Nomada heterosticta,Nomada heterosticta
Nomada hoodiana,Nomada depressa
Nomada hydrophylli,Nomada hydrophylli
Nomada imbricata,Nomada imbricata
Nomada indusata,Nomada augustiana
Nomada inepta,Nomada gracilis
Nomada integerrima,Nomada integerrima
Nomada interruptella,Nomada interruptella
Nomada jennei,Nomada jennei
Nomada kincaidiana,Nomada accepta
Nomada kingstonensis,Nomada lehighensis
Nomada klamathensis,Nomada klamathensis
Nomada lamarensis,Nomada lamarensis
Nomada latifrons,Nomada latifrons
Nomada lehighensis,Nomada lehighensis
Nomada lepida,Nomada lepida
Nomada leucozona,Nomada leucozona
Nomada lewisi,Nomada lewisi
Nomada libata,Nomada libata
Nomada lippiae,Nomada lippiae
Nomada louisianae,Nomada louisianae
Nomada luteola,Nomada luteola
Nomada luteoloides,Nomada luteoloides
Nomada luteopicta,Nomada luteopicta
Nomada maculata,Nomada maculata
Nomada maculiventer,Nomada maculiventer
Nomada magnifica,Nomada grandis
Nomada malonella,Nomada malonella
Nomada malonina,Nomada malonina
Nomada martinella,Nomada martinella
Nomada mckenziei,Nomada mckenziei
Nomada media,Nomada depressa
Nomada melanoptera,Nomada melanoptera
Nomada melanosoma,Nomada melanosoma
Nomada mendica,Nomada mendica
Nomada mera,Nomada cressonii
Nomada micheneri,Nomada micheneri
Nomada minima,Nomada minima
Nomada modesta,Nomada vegana
Nomada modocorum,Nomada erythraea
Nomada morrisoni,Nomada morrisoni
Nomada munda,Nomada munda
Nomada mutans,Nomada mutans
Nomada neomexicana,Nomada neomexicana
Nomada obliquella,Nomada obliquella
Nomada obliterata,Nomada obliterata
Nomada obscurella,Nomada obscurella
Nomada ochlerata,Nomada ochlerata
Nomada odontocera,Nomada latifrons
Nomada opacella,Nomada opacella
Nomada orba,Nomada orba
Nomada oregonica,Nomada lewisi
Nomada ornithica,Nomada ornithica
Nomada orophila,Nomada orophila
Nomada osborni,Nomada osborni
Nomada pacata,Nomada accepta
Nomada packardiella,Nomada accepta
Nomada pallidella,Nomada pallidella
Nomada pallidelutea,Nomada pallidelutea
Nomada parallela,Nomada parallela
Nomada parata,Nomada parata
Nomada parkeri,Nomada parkeri
Nomada pecosensis,Nomada pecosensis
Nomada penniger,Triopasites penniger
Nomada perbella,Nomada perbella
Nomada perplexans,Nomada perplexans
Nomada physura,Nomada physura
Nomada pilosula,Epeoloides pilosulus
Nomada placida,Nomada placida
Nomada placitensis,Nomada placitensis
Nomada portalensis,Nomada portalensis
Nomada proxima,Nomada proxima
Nomada pseudops,Nomada bethunei
Nomada pulsatillae,Nomada valida
Nomada putnami,Nomada putnami
Nomada pygmaea,Nomada pygmaea
Nomada pyrrha,Nomada pyrrha
Nomada ranunculi,Sphecodes ranunculi
Nomada rhodalis,Nomada rhodalis
Nomada rhodomelas,Nomada rhodomelas
Nomada rhodosoma,Nomada rhodosoma
Nomada rhodoxantha,Nomada rhodoxantha
Nomada ridingsii,Nomada ridingsii
Nomada rodecki,Nomada rodecki
Nomada rohweri,Nomada rohweri
Nomada rubi,Nomada rubi
Nomada rubicunda,Nomada rubicunda
Nomada rubrella,Nomada rubrella
Nomada ruidosensis,Nomada ruidosensis
Nomada salicis,Nomada salicis
Nomada sanctaecrucis,Nomada sanctaecrucis
Nomada sayi,Nomada sayi
Nomada schwarzi,Nomada schwarzi
Nomada scita,Nomada scita
Nomada scitiformis,Nomada scitiformis
Nomada sedae,Nomada sedi
Nomada semiscita,Nomada semiscita
Nomada semisuavis,Nomada semisuavis
Nomada seneciophila,Nomada seneciophila
Nomada siccorum,Nomada siccorum
Nomada simplicicoxa,Nomada simplicicoxa
Nomada siouxensis,Nomada siouxensis
Nomada skinneri,Nomada skinneri
Nomada snowii,Nomada snowii
Nomada sobrina,Nomada sobrina
Nomada sophiarum,Nomada sophiarum
Nomada sphaerogaster,Nomada sphaerogaster
Nomada suavis,Nomada suavis
Nomada subaccepta,Nomada subaccepta
Nomada subrubi,Nomada subrubi
Nomada subrutila,Nomada subrutila
Nomada subsimilis,Nomada rhodosoma
Nomada sulphurata,Nomada sulphurata
Nomada superba,Nomada superba
Nomada taraxacella,Nomada erythraea
Nomada texana,Nomada texana
Nomada tiftonensis,Nomada tiftonensis
Nomada timberlakei,Nomada timberlakei
Nomada tintinnabulum,Nomada tintinnabulum
Nomada townesi,Nomada townesi
Nomada tricurta,Nomada tricurta
Nomada truttarum,Nomada truttarum
Nomada tyrrellensis,Nomada tyrrellensis
Nomada uhleri,Nomada uhleri
Nomada ulsterensis,Nomada ulsterensis
Nomada ultima,Nomada erythraea
Nomada undulaticornis,Nomada undulaticornis
Nomada utahensis,Nomada utahensis
Nomada utensis,Nomada utensis
Nomada valida,Nomada valida
Nomada vallesina,Nomada vallesina
Nomada vegana,Nomada vegana
Nomada verecunda,Nomada verecunda
Nomada vexator,Nomada vexator
Nomada vicina,Nomada vicina
Nomada vicinalis,Nomada vicinalis
Nomada vierecki,Nomada vierecki
Nomada vincta,Nomada vincta
Nomada vinnula,Nomada edwardsii
Nomada vulpis,Nomada vulpis
Nomada washingtoni,Nomada washingtoni
Nomada wheeleri,Nomada wheeleri
Nomada wisconsinensis,Nomada fervida
Nomada wootonella,Nomada wootonella
Nomada xantholepis,Nomada xantholepis
Nomada xanthophila,Nomada xanthophila
Nomada xanthura,Nomada xanthura
Nomada zebrata,Nomada zebrata
Nomada ziziae,Nomada ziziae
Nomadopsis anthidius lutea,Calliopsis anthidius
Nomadopsis australior,Calliopsis australior
Nomadopsis edwardsii,Calliopsis edwardsii
Nomadopsis filiorum,Calliopsis filiorum
Nomadopsis puellae,Calliopsis puellae
Nomadopsis scitula,Calliopsis scitula
Nomia angustitibialis,Nomia angustitibialis
Nomia arizonensis,Dieunomia nevadensis
Nomia arizonensis angelesia,Dieunomia nevadensis
Nomia bakeri,Dieunomia nevadensis
Nomia californiensis,Nomia tetrazonata
Nomia fedorensis,Nomia fedorensis
Nomia foxii,Nomia foxii
Nomia heteropoda,Dieunomia heteropoda
Nomia howardi,Nomia howardi
Nomia maneei,Nomia maneei
Nomia nevadensis,Dieunomia nevadensis
Nomia nortoni,Nomia nortoni
Nomia pattoni,Dieunomia nevadensis
Nomia punctata,Nomia foxii
Nomia tetrazonata,Nomia tetrazonata
Nomia triangulifera,Dieunomia triangulifera
Nomia universitatis,Nomia universitatis
Oligotropus wilmingtoni,Megachile campanulae
Oreopasites arizonica,Oreopasites arizonica
Oreopasites barbarae,Oreopasites barbarae
Oreopasites euphorbiae,Oreopasites euphorbiae
Oreopasites favreauae,Oreopasites favreauae
Oreopasites linsleyi,Oreopasites linsleyi
Oreopasites powelli,Oreopasites powelli
Oreopasites scituli,Oreopasites scituli
Oreopasites vanduzeei,Oreopasites vanduzeei
Osmia  atrocyanea,Osmia atrocyanea
Osmia  brevis,Osmia brevis
Osmia  bucephala,Osmia bucephala
Osmia  californica,Osmia californica
Osmia  cyanella,Osmia cyanella
Osmia  densa,Osmia densa
Osmia  grindeliae,Osmia grindeliae
Osmia  inermis,Osmia inermis
Osmia  iridis,Osmia iridis
Osmia  kincaidii,Osmia kincaidii
Osmia  longula,Osmia longula
Osmia  malina,Osmia malina
Osmia  marginipennis,Osmia marginipennis
Osmia  nanula,Osmia nanula
Osmia  nigrifrons,Osmia nigrifrons
Osmia  nigriventris,Osmia nigriventris
Osmia  paradisica,Osmia paradisica
Osmia  pentstemonis,Osmia pentstemonis
Osmia  phaceliae,Osmia nanula
Osmia  physariae,Osmia giliarum
Osmia  proxima,Osmia proxima
Osmia  simillima,Osmia simillima
Osmia  subaustralis,Osmia subaustralis
Osmia  tersula,Osmia tersula
Osmia  trevoris,Osmia trevoris
Osmia abjecta,Atoposmia abjecta
Osmia abnormis,Osmia longula
Osmia aglaia,Osmia aglaia
Osmia albiventris,Osmia albiventris
Osmia alpestris,Osmia alpestris
Osmia amala,Osmia nigrifrons
Osmia aprilina atrovirens,Osmia cyanella
Osmia aquilonaria,Osmia aquilonaria
Osmia armaticeps,Osmia montana
Osmia atriventris,Osmia atriventris
Osmia atrocyanea,Osmia atrocyanea
Osmia austromaritima,Osmia austromaritima
Osmia autromaritima,Osmia austromaritima
Osmia bakeri,Osmia melanopleura
Osmia bella,Osmia bella
Osmia besseyae,Atoposmia copelandica
Osmia botitena,Osmia botitena
Osmia brevihirta,Osmia cyaneonitens
Osmia brevis,Osmia brevis
Osmia bridwelli,Osmia cara
Osmia bucephala,Osmia bucephala
Osmia caerulescens,Osmia caerulescens
Osmia cahuilla,Osmia cahuilla
Osmia calaminthae,Osmia calaminthae
Osmia calcarata,Osmia calcarata
Osmia california,Osmia californica
Osmia californica,Osmia californica
Osmia calla,Osmia calla
Osmia cara,Osmia cara
Osmia casta,Osmia nigrifrons
Osmia caulicola,Osmia caulicola
Osmia cerasi,Osmia cerasi
Osmia chlorops,Osmia simillima
Osmia claremontensis,Osmia sedula
Osmia clarescens,Osmia clarescens
Osmia cockerelli,Osmia dakotensis
Osmia coerulescens,Osmia caerulescens
Osmia collinsiae,Osmia collinsiae
Osmia coloradensis,Osmia coloradensis
Osmia conjunctoides,Osmia conjunctoides
Osmia cordata,Osmia cordata
Osmia corkinsi,Osmia trevoris
Osmia cornifrons,Osmia cornifrons
Osmia crassa,Osmia crassa
Osmia cyanella,Osmia cyanella
Osmia cyaneonitens,Osmia cyaneonitens
Osmia cyanopoda,Osmia cyanopoda
Osmia cyanosoma,Osmia tristella
Osmia dakotensis,Osmia dakotensis
Osmia davidsoniella,Osmia texana
Osmia densa,Osmia densa
Osmia depressa,Osmia unca
Osmia distincta,Osmia distincta
Osmia dolerosa,Osmia dolerosa
Osmia ednae,Osmia ednae
Osmia enixa,Osmia enixa
Osmia exigua,Osmia exigua
Osmia faceta,Osmia texana
Osmia felti,Osmia felti
Osmia foxi,Osmia foxi
Osmia francisconis,Osmia enixa
Osmia fulgida,Hoplitis fulgida
Osmia gabrielis,Osmia gabrielis
Osmia gaillardiae,Osmia marginipennis
Osmia gaudiosa,Osmia gaudiosa
Osmia giffardi,Osmia giffardi
Osmia giliarum,Osmia giliarum
Osmia glauca,Osmia glauca
Osmia grandior,Osmia longula
Osmia grindeliae,Osmia grindeliae
Osmia grinnelli,Osmia grinnelli
Osmia Helicosmia coloradensis,Osmia coloradensis
Osmia hemera,Osmia hemera
Osmia hendersoni,Osmia tarsata
Osmia hesperella,Osmia cordata
Osmia hesperos,Osmia hesperos
Osmia hurdi,Osmia austromaritima
Osmia hypoleuca,Osmia tristella
Osmia illinoensis,Osmia illinoensis
Osmia indeprensa,Osmia indeprensa
Osmia inermis,Osmia inermis
Osmia inurbana,Osmia inurbana
Osmia iridis,Osmia iridis
Osmia juxta,Osmia juxta
Osmia kenoyeri,Osmia tarsata
Osmia kincaidii,Osmia kincaidii
Osmia lacus,Osmia lacus
Osmia laeta,Osmia laeta
Osmia lanei,Osmia lanei
Osmia laticeps,Osmia laticeps
Osmia latisulcata,Osmia latisulcata
Osmia latitarsis,Osmia bucephala
Osmia leonis,Osmia marginipennis
Osmia lignaria,Osmia lignaria
Osmia ligurica,Osmia lignaria
Osmia liogastra,Osmia liogastra
Osmia longula,Osmia longula
Osmia lupinicola,Osmia lupinicola
Osmia malina,Osmia malina
Osmia mandibularis,Osmia texana
Osmia marginata,Osmia marginata
Osmia marginipennis,Osmia marginipennis
Osmia marilaunidii,Osmia marilaunidii
Osmia maura,Hoplitis albifrons
Osmia megacephala,Osmia bucephala
Osmia melanopleura,Osmia melanopleura
Osmia melanotricha,Osmia proxima
Osmia mendocinensis,Osmia subaustralis
Osmia mertensiae,Osmia mertensiae
Osmia metitia,Osmia nigrifrons
Osmia michiganensis,Osmia subarctica
Osmia mixta,Osmia mixta
Osmia montana,Osmia montana
Osmia montana.montana,Osmia montana
Osmia morongana,Osmia morongana
Osmia nanula,Osmia nanula
Osmia nassa,Osmia californica
Osmia nemoris,Osmia nemoris
Osmia neocyanopoda,Osmia neocyanopoda
Osmia nifoata,Osmia nifoata
Osmia nigrifrons,Osmia nigrifrons
Osmia nigriventris,Osmia nigriventris
Osmia nigrobarbata,Osmia nigrobarbata
Osmia obliqua,Osmia obliqua
Osmia odontogaster,Osmia odontogaster
Osmia Osmia lignaria.propinqua,Osmia lignaria
Osmia pagosa,Osmia pagosa
Osmia palmula,Osmia palmula
Osmia paradisica,Osmia paradisica
Osmia pasadenae,Osmia coloradensis
Osmia pascoensis,Osmia californica
Osmia pentstemonis,Osmia pentstemonis
Osmia permorata,Osmia longula
Osmia phaceliae,Osmia nanula
Osmia phenax,Osmia phenax
Osmia physariae,Osmia giliarum
Osmia pikei,Osmia pikei
Osmia pingreeana,Osmia pingreeana
Osmia platyura,Hoplitis fulgida
Osmia pogonigera,Osmia densa
Osmia proxima,Osmia proxima
Osmia prunorum,Osmia prunorum
Osmia pulsatillae,Osmia pulsatillae
Osmia pumila,Osmia pumila
Osmia pusilla,Osmia pusilla
Osmia putata,Osmia atrocyanea
Osmia ramaleyi,Osmia cordata
Osmia raritatis,Osmia raritatis
Osmia rawlinsi,Osmia rawlinsi
Osmia regulina,Osmia regulina
Osmia remotula,Hoplitis remotula
Osmia ribifloris,Osmia ribifloris
Osmia rostrata,Osmia rostrata
Osmia sanctaerosae,Osmia sanctaerosae
Osmia sanrafaelae,Osmia sanrafaelae
Osmia sculleni,Osmia sculleni
Osmia sedula,Osmia sedula
Osmia seneciophila,Osmia subaustralis
Osmia sequoiae,Osmia sequoiae
Osmia sericea,Osmia proxima
Osmia simillima,Osmia simillima
Osmia sladeni,Osmia nifoata
Osmia subarctica,Osmia subarctica
Osmia subaustralis,Osmia subaustralis
Osmia subfasciata,Osmia subfasciata
Osmia subornata,Osmia bucephala
Osmia subpurpurea,Osmia juxta
Osmia subpurpurea jamesi,Osmia juxta
Osmia tanneri,Osmia tanneri
Osmia tarsata,Osmia tarsata
Osmia taurus,Osmia taurus
Osmia tersula,Osmia tersula
Osmia texana,Osmia texana
Osmia thysanisca,Osmia thysanisca
Osmia titusi,Osmia phenax
Osmia trevoris,Osmia trevoris
Osmia trifoliama,Osmia trifoliama
Osmia tristella,Osmia tristella
Osmia unca,Osmia unca
Osmia uncinata,Osmia unca
Osmia universitatis,Osmia nigrifrons
Osmia vallicola,Osmia pikei
Osmia vandykei,Osmia vandykei
Osmia virga,Osmia virga
Osmia virga atriventris,Osmia virga
Osmia viridimicans,Hoplitis viridimicans
Osmia viridior,Osmia marginipennis
Osmia viridis,Hoplitis fulgida
Osmia wardiana,Osmia subaustralis
Osmia watsoni,Osmia watsoni
Panurginus albitarsis var. fortior,Pseudopanurgus innuptus
Panurginus armaticeps,Panurginus armaticeps
Panurginus atriceps,Panurginus atriceps
Panurginus bakeri,Panurginus ineptus
Panurginus barberi,Pseudopanurgus barberi
Panurginus beardsleyi,Panurginus beardsleyi
Panurginus bilobatus,Panurginus bilobatus
Panurginus ceanothi,Panurginus ceanothi
Panurginus citrinifrons,Pseudopanurgus citrinifrons
Panurginus emarginatus,Panurginus emarginatus
Panurginus gabrielis,Panurginus gabrielis
Panurginus gracilis,Panurginus gracilis
Panurginus ineptus,Panurginus ineptus
Panurginus leucopterus,Pseudopanurgus leucopterus
Panurginus melanocephalus,Panurginus melanocephalus
Panurginus morrisoni,Panurginus melanocephalus
Panurginus nebrascensis,Pseudopanurgus aestivalis
Panurginus nigrellus,Panurginus nigrellus
Panurginus nigrinus,Pseudopanurgus neomexicanus
Panurginus occidentalis,Panurginus occidentalis
Panurginus pauper flavotinctus,Pseudopanurgus flavotinctus
Panurginus pectiphilus,Pseudopanurgus pectiphilus
Panurginus piercei,Pseudopanurgus piercei
Panurginus polytrichus,Panurginus polytrichus
Panurginus potentillae,Panurginus potentillae
Panurginus pulchricornis,Pseudopanurgus pulchricornis
Panurginus virginicus,Pseudopanurgus virginicus
Panurginus ximenesiae,Pseudopanurgus ximenesiae
Panurgomia fuchsi,Hesperapis fuchsi
Panurgus andrenoides,Andrena andrenoides
Panurgus halictulus,Dufourea marginata
Panurgus maurus,Dufourea maura
Panurgus oliviae,Hesperapis oliviae
Panurgus pectidis,Andrena pectidis
Panurgus rufocinctus,Andrena andrenoides
Paralictus asteris,Lasioglossum lionotus
Parandrena chalybioides,Andrena chalybioides
Paranomada californica,Paranomada californica
Paranomada nitida,Paranomada nitida
Paranomada velutina,Paranomada velutina
Paranthidium jugatorium,Paranthidium jugatorium
Peponapis crassidentata,Peponapis crassidentata
Peponapis limitaris,Peponapis limitaris
Peponapis michelbacherorum,Peponapis michelbacherorum
Peponapis pruinosa,Peponapis pruinosa
Peponapis timberlakei,Peponapis timberlakei
Peponapis utahensis,Peponapis utahensis
Perdita abbreviata,Perdita abbreviata
Perdita abdominalis,Perdita abdominalis
Perdita acaciae,Perdita acaciae
Perdita adjuncta,Perdita adjuncta
Perdita adustiventris,Perdita adustiventris
Perdita aemula,Perdita aemula
Perdita affecta,Perdita affecta
Perdita affinis,Perdita affinis
Perdita agasta,Perdita agasta
Perdita ainsliei,Perdita ainsliei
Perdita albihirta,Perdita albihirta
Perdita albipennis,Perdita albipennis
Perdita albiventris,Perdita albiventris
Perdita albofasciata,Perdita albofasciata
Perdita albonotata,Perdita albonotata
Perdita albovittata,Perdita albovittata
Perdita alexi,Perdita alexi
Perdita algodones,Perdita algodones
Perdita ambigua,Perdita ambigua
Perdita amoena,Perdita amoena
Perdita ampla,Perdita ampla
Perdita amplipennis,Perdita amplipennis
Perdita angellata,Perdita angellata
Perdita annexa,Perdita annexa
Perdita apacheorum,Perdita apacheorum
Perdita aperta,Perdita aperta
Perdita aplopappi,Perdita aplopappi
Perdita arcuata,Macrotera arcuata
Perdita arenaria,Perdita arenaria
Perdita argemones,Perdita argemones
Perdita argenomes,Perdita argemones
Perdita aridella,Perdita aridella
Perdita arizonica,Perdita arizonica
Perdita ashmeadi,Perdita ashmeadi
Perdita assimilis,Perdita assimilis
Perdita asteris,Perdita asteris
Perdita atrata,Perdita atrata
Perdita aureovittata,Perdita aureovittata
Perdita austini,Perdita austini
Perdita autumnalis,Perdita cephalotes
Perdita baccharidis,Perdita baccharidis
Perdita basinicola,Perdita basinicola
Perdita beameri,Perdita beameri
Perdita beata,Perdita beata
Perdita beatula,Perdita beatula
Perdita bebbiae,Perdita bebbiae
Perdita bellula,Perdita bellula
Perdita bequaerti,Perdita bequaerti
Perdita bequaertiana,Perdita bequaertiana
Perdita bicuspidariae,Perdita bicuspidariae
Perdita bidenticauda,Macrotera bidenticauda
Perdita bigeloviae,Perdita bigeloviae
Perdita biguttata,Perdita biguttata
Perdita bilobata,Perdita bilobata
Perdita binotata,Perdita binotata
Perdita biparticeps,Perdita biparticeps
Perdita bishoppi,Perdita bishoppi
Perdita bispinata,Perdita bispinata
Perdita blaisdelli,Perdita blaisdelli
Perdita blatchleyi,Perdita blatchleyi
Perdita bohartorum,Perdita bohartorum
Perdita boltoniae,Perdita boltoniae
Perdita bradleyana,Perdita bradleyana
Perdita bradleyi,Perdita bradleyi
Perdita brevihirta,Perdita brevihirta
Perdita bridwelli,Perdita bridwelli
Perdita bruneri,Perdita bruneri
Perdita butleri,Perdita butleri
Perdita californica,Perdita californica
Perdita callicerata,Perdita callicerata
Perdita calloleuca,Perdita calloleuca
Perdita calochorti,Perdita calochorti
Perdita cambarella,Perdita cambarella
Perdita canina,Perdita zebrata
Perdita cara,Perdita cara
Perdita carolina,Perdita obscurata
Perdita celadona,Perdita celadona
Perdita cephalotes,Perdita cephalotes
Perdita chamaesarachae,Perdita chamaesarachae
Perdita chihuahua,Perdita chihuahua
Perdita chionostoma,Perdita chionostoma
Perdita chloris,Perdita chloris
Perdita chrysophila,Perdita chrysophila
Perdita chrysothamni,Perdita chrysothamni
Perdita ciliata,Perdita ciliata
Perdita cladothricis,Perdita cladothricis
Perdita claypolei,Perdita claypolei
Perdita cleomellae,Perdita cleomellae
Perdita clypeata,Perdita clypeata
Perdita coahuilensis,Perdita coahuilensis
Perdita coalingensis,Perdita coalingensis
Perdita cockerelli,Perdita bruneri
Perdita cognata,Perdita cognata
Perdita coldeniae,Perdita coldeniae
Perdita colei,Perdita colei
Perdita compta,Perdita compta
Perdita confusa,Perdita confusa
Perdita consobrina,Perdita consobrina
Perdita coreopsidis,Perdita coreopsidis
Perdita covilleae,Perdita covilleae
Perdita cowaniae,Perdita cowaniae
Perdita cracens,Perdita cracens
Perdita crandalli,Perdita crandalli
Perdita crassa,Macrotera crassa
Perdita crassiceps,Perdita asteris
Perdita crassula,Perdita crassula
Perdita craterognatha,Perdita craterognatha
Perdita crawfordi,Perdita ignota
Perdita croceipes,Perdita croceipes
Perdita crotonis,Perdita crotonis
Perdita cruciferarum,Perdita cruciferarum
Perdita cuspidata,Perdita cuspidata
Perdita dammersi,Perdita dammersi
Perdita dasylirii,Perdita dasylirii
Perdita deltophora,Perdita deltophora
Perdita dentata,Perdita dentata
Perdita depressa,Perdita depressa
Perdita desdemona,Perdita desdemona
Perdita dicksoni,Perdita dicksoni
Perdita difficilis,Perdita difficilis
Perdita digressa,Perdita digressa
Perdita dilecta,Perdita labergei
Perdita dinognatha,Macrotera arcuata
Perdita discreta,Perdita discreta
Perdita dispar,Perdita dispar
Perdita distans,Perdita distans
Perdita distincta,Perdita distincta
Perdita distropica,Perdita distropica
Perdita diversa,Perdita diversa
Perdita dolanensis,Perdita dolanensis
Perdita dolichocephala,Perdita dolichocephala
Perdita drymariae,Perdita drymariae
Perdita dubia,Perdita dubia
Perdita duplonotata,Perdita duplonotata
Perdita echinocacti,Macrotera echinocacti
Perdita electa,Perdita electa
Perdita elegans,Perdita elegans
Perdita emarginata,Perdita emarginata
Perdita eremica,Perdita eremica
Perdita eremophila,Perdita eremophila
Perdita eriastri,Perdita eriastri
